feature_name,region_id,threshold_quantile,segment,OBSERVATION_COUNT,RETAINED_A1_COUNT,RETENTION_RATE,RESOLVED_PRIMARY_COUNT,SUCCESS_COUNT,FAILED_BREAKOUT_COUNT,SUCCESS_RATE,FAILED_BREAKOUT_RATE,UNFILTERED_A1_SUCCESS_RATE,UNFILTERED_A1_FAILED_BREAKOUT_RATE,SUCCESS_RATE_DELTA,FAILED_BREAKOUT_RATE_DELTA,LOW_SAMPLE_REGION,DIRECTIONALLY_IMPROVES,JULY_VALIDATION_IMPROVEMENT
close_ma20_distance,close_ma20_distance__LOWER_LE_Q80,Q80,HOLDOUT,66,66,0.7586206896551724,33,21,12,0.6363636363636364,0.36363636363636365,0.5945945945945946,0.40540540540540543,0.041769041769041726,-0.04176904176904178,True,True,
close_ma20_distance,close_ma20_distance__LOWER_LE_Q80,Q80,FULL_SAMPLE,563,563,0.8042857142857143,485,326,159,0.6721649484536083,0.32783505154639175,0.6433333333333333,0.3566666666666667,0.02883161512027499,-0.028831615120274934,False,True,
volume_ratio_5,volume_ratio_5__LOWER_LE_Q20,Q20,TRAIN,93,93,0.2012987012987013,88,66,22,0.75,0.25,0.6538461538461539,0.34615384615384615,0.09615384615384615,-0.09615384615384615,False,True,
volume_ratio_5,volume_ratio_5__LOWER_LE_Q20,Q20,VALIDATION,35,35,0.23178807947019867,29,23,6,0.7931034482758621,0.20689655172413793,0.6198347107438017,0.38016528925619836,0.1732687375320604,-0.17326873753206043,True,True,INCONCLUSIVE
volume_ratio_5,volume_ratio_5__LOWER_LE_Q20,Q20,HOLDOUT,37,37,0.42528735632183906,16,11,5,0.6875,0.3125,0.5945945945945946,0.40540540540540543,0.09290540540540537,-0.09290540540540543,True,True,
volume_ratio_5,volume_ratio_5__LOWER_LE_Q20,Q20,FULL_SAMPLE,165,165,0.2357142857142857,133,100,33,0.7518796992481203,0.24812030075187969,0.6433333333333333,0.3566666666666667,0.10854636591478695,-0.108546365914787,False,True,
volume_ratio_5,volume_ratio_5__LOWER_LE_Q30,Q30,TRAIN,139,139,0.3008658008658009,131,101,30,0.7709923664122137,0.22900763358778625,0.6538461538461539,0.34615384615384615,0.11714621256605984,-0.11714621256605989,False,True,
volume_ratio_5,volume_ratio_5__LOWER_LE_Q30,Q30,VALIDATION,61,61,0.40397350993377484,49,37,12,0.7551020408163265,0.24489795918367346,0.6198347107438017,0.38016528925619836,0.13526733007252478,-0.1352673300725249,True,True,INCONCLUSIVE
volume_ratio_5,volume_ratio_5__LOWER_LE_Q30,Q30,HOLDOUT,47,47,0.5402298850574713,23,17,6,0.7391304347826086,0.2608695652173913,0.5945945945945946,0.40540540540540543,0.14453584018801402,-0.14453584018801413,True,True,
volume_ratio_5,volume_ratio_5__LOWER_LE_Q30,Q30,FULL_SAMPLE,247,247,0.35285714285714287,203,155,48,0.7635467980295566,0.23645320197044334,0.6433333333333333,0.3566666666666667,0.1202134646962233,-0.12021346469622335,False,True,
volume_ratio_5,volume_ratio_5__LOWER_LE_Q40,Q40,TRAIN,185,185,0.4004329004329004,175,128,47,0.7314285714285714,0.26857142857142857,0.6538461538461539,0.34615384615384615,0.07758241758241757,-0.07758241758241757,False,True,
volume_ratio_5,volume_ratio_5__LOWER_LE_Q40,Q40,VALIDATION,70,70,0.46357615894039733,56,44,12,0.7857142857142857,0.21428571428571427,0.6198347107438017,0.38016528925619836,0.165879574970484,-0.16587957497048408,True,True,INCONCLUSIVE
volume_ratio_5,volume_ratio_5__LOWER_LE_Q40,Q40,HOLDOUT,53,53,0.6091954022988506,24,17,7,0.7083333333333334,0.2916666666666667,0.5945945945945946,0.40540540540540543,0.11373873873873874,-0.11373873873873874,True,True,
volume_ratio_5,volume_ratio_5__LOWER_LE_Q40,Q40,FULL_SAMPLE,308,308,0.44,255,189,66,0.7411764705882353,0.25882352941176473,0.6433333333333333,0.3566666666666667,0.09784313725490201,-0.09784313725490196,False,True,
volume_ratio_5,volume_ratio_5__LOWER_LE_Q50,Q50,TRAIN,231,231,0.5,218,150,68,0.6880733944954128,0.3119266055045872,0.6538461538461539,0.34615384615384615,0.03422724064925897,-0.03422724064925897,False,True,
volume_ratio_5,volume_ratio_5__LOWER_LE_Q50,Q50,VALIDATION,81,81,0.5364238410596026,67,51,16,0.7611940298507462,0.23880597014925373,0.6198347107438017,0.38016528925619836,0.14135931910694455,-0.14135931910694463,True,True,INCONCLUSIVE
volume_ratio_5,volume_ratio_5__LOWER_LE_Q50,Q50,HOLDOUT,65,65,0.7471264367816092,29,20,9,0.6896551724137931,0.3103448275862069,0.5945945945945946,0.40540540540540543,0.09506057781919852,-0.09506057781919852,True,True,
volume_ratio_5,volume_ratio_5__LOWER_LE_Q50,Q50,FULL_SAMPLE,377,377,0.5385714285714286,314,221,93,0.7038216560509554,0.2961783439490446,0.6433333333333333,0.3566666666666667,0.060488322717622056,-0.06048832271762211,False,True,
volume_ratio_5,volume_ratio_5__LOWER_LE_Q60,Q60,TRAIN,277,277,0.5995670995670995,263,178,85,0.6768060836501901,0.3231939163498099,0.6538461538461539,0.34615384615384615,0.022959929804036272,-0.022959929804036272,False,True,
volume_ratio_5,volume_ratio_5__LOWER_LE_Q60,Q60,VALIDATION,105,105,0.695364238410596,85,63,22,0.7411764705882353,0.25882352941176473,0.6198347107438017,0.38016528925619836,0.12134175984443363,-0.12134175984443363,False,True,YES
volume_ratio_5,volume_ratio_5__LOWER_LE_Q60,Q60,HOLDOUT,69,69,0.7931034482758621,31,21,10,0.6774193548387096,0.3225806451612903,0.5945945945945946,0.40540540540540543,0.082824760244115,-0.08282476024411511,True,True,
volume_ratio_5,volume_ratio_5__LOWER_LE_Q60,Q60,FULL_SAMPLE,451,451,0.6442857142857142,379,262,117,0.6912928759894459,0.3087071240105541,0.6433333333333333,0.3566666666666667,0.047959542656112575,-0.047959542656112575,False,True,
volume_ratio_5,volume_ratio_5__LOWER_LE_Q70,Q70,TRAIN,323,323,0.6991341991341992,308,205,103,0.6655844155844156,0.3344155844155844,0.6538461538461539,0.34615384615384615,0.011738261738261757,-0.011738261738261757,False,True,
volume_ratio_5,volume_ratio_5__LOWER_LE_Q70,Q70,VALIDATION,116,116,0.7682119205298014,91,68,23,0.7472527472527473,0.25274725274725274,0.6198347107438017,0.38016528925619836,0.12741803650894556,-0.12741803650894562,False,True,YES
volume_ratio_5,volume_ratio_5__LOWER_LE_Q70,Q70,HOLDOUT,73,73,0.8390804597701149,32,21,11,0.65625,0.34375,0.5945945945945946,0.40540540540540543,0.06165540540540537,-0.06165540540540543,True,True,
volume_ratio_5,volume_ratio_5__LOWER_LE_Q70,Q70,FULL_SAMPLE,512,512,0.7314285714285714,431,294,137,0.6821345707656613,0.31786542923433875,0.6433333333333333,0.3566666666666667,0.038801237432327995,-0.03880123743232794,False,True,
volume_ratio_5,volume_ratio_5__LOWER_LE_Q80,Q80,TRAIN,369,369,0.7987012987012987,353,236,117,0.6685552407932012,0.3314447592067989,0.6538461538461539,0.34615384615384615,0.014709086947047312,-0.014709086947047256,False,True,
volume_ratio_5,volume_ratio_5__LOWER_LE_Q80,Q80,VALIDATION,129,129,0.8543046357615894,102,70,32,0.6862745098039216,0.3137254901960784,0.6198347107438017,0.38016528925619836,0.06643979906011988,-0.06643979906011993,False,True,YES
volume_ratio_5,volume_ratio_5__LOWER_LE_Q80,Q80,HOLDOUT,77,77,0.8850574712643678,34,21,13,0.6176470588235294,0.38235294117647056,0.5945945945945946,0.40540540540540543,0.02305246422893481,-0.023052464228934866,True,True,
volume_ratio_5,volume_ratio_5__LOWER_LE_Q80,Q80,FULL_SAMPLE,575,575,0.8214285714285714,489,327,162,0.6687116564417178,0.3312883435582822,0.6433333333333333,0.3566666666666667,0.025378323108384504,-0.025378323108384504,False,True,
true_range_pct,true_range_pct__LOWER_LE_Q20,Q20,TRAIN,93,93,0.2012987012987013,88,76,12,0.8636363636363636,0.13636363636363635,0.6538461538461539,0.34615384615384615,0.2097902097902098,-0.2097902097902098,True,True,
true_range_pct,true_range_pct__LOWER_LE_Q20,Q20,VALIDATION,71,71,0.47019867549668876,53,44,9,0.8301886792452831,0.16981132075471697,0.6198347107438017,0.38016528925619836,0.21035396850148136,-0.2103539685014814,True,True,INCONCLUSIVE
true_range_pct,true_range_pct__LOWER_LE_Q20,Q20,HOLDOUT,37,37,0.42528735632183906,19,15,4,0.7894736842105263,0.21052631578947367,0.5945945945945946,0.40540540540540543,0.1948790896159317,-0.19487908961593176,True,True,
true_range_pct,true_range_pct__LOWER_LE_Q20,Q20,FULL_SAMPLE,201,201,0.28714285714285714,160,135,25,0.84375,0.15625,0.6433333333333333,0.3566666666666667,0.2004166666666667,-0.2004166666666667,False,True,
true_range_pct,true_range_pct__LOWER_LE_Q30,Q30,TRAIN,139,139,0.3008658008658009,132,102,30,0.7727272727272727,0.22727272727272727,0.6538461538461539,0.34615384615384615,0.11888111888111885,-0.11888111888111888,False,True,
true_range_pct,true_range_pct__LOWER_LE_Q30,Q30,VALIDATION,78,78,0.5165562913907285,59,46,13,0.7796610169491526,0.22033898305084745,0.6198347107438017,0.38016528925619836,0.15982630620535088,-0.1598263062053509,True,True,INCONCLUSIVE
true_range_pct,true_range_pct__LOWER_LE_Q30,Q30,HOLDOUT,47,47,0.5402298850574713,21,15,6,0.7142857142857143,0.2857142857142857,0.5945945945945946,0.40540540540540543,0.11969111969111967,-0.11969111969111973,True,True,
true_range_pct,true_range_pct__LOWER_LE_Q30,Q30,FULL_SAMPLE,264,264,0.37714285714285717,212,163,49,0.7688679245283019,0.23113207547169812,0.6433333333333333,0.3566666666666667,0.12553459119496857,-0.12553459119496857,False,True,
true_range_pct,true_range_pct__LOWER_LE_Q40,Q40,TRAIN,185,185,0.4004329004329004,175,132,43,0.7542857142857143,0.24571428571428572,0.6538461538461539,0.34615384615384615,0.10043956043956048,-0.10043956043956043,False,True,
true_range_pct,true_range_pct__LOWER_LE_Q40,Q40,VALIDATION,88,88,0.5827814569536424,66,51,15,0.7727272727272727,0.22727272727272727,0.6198347107438017,0.38016528925619836,0.152892561983471,-0.1528925619834711,True,True,INCONCLUSIVE
true_range_pct,true_range_pct__LOWER_LE_Q40,Q40,HOLDOUT,51,51,0.5862068965517241,22,16,6,0.7272727272727273,0.2727272727272727,0.5945945945945946,0.40540540540540543,0.13267813267813267,-0.13267813267813272,True,True,
true_range_pct,true_range_pct__LOWER_LE_Q40,Q40,FULL_SAMPLE,324,324,0.46285714285714286,263,199,64,0.7566539923954373,0.24334600760456274,0.6433333333333333,0.3566666666666667,0.11332065906210398,-0.11332065906210395,False,True,
true_range_pct,true_range_pct__LOWER_LE_Q50,Q50,TRAIN,231,231,0.5,221,163,58,0.7375565610859729,0.26244343891402716,0.6538461538461539,0.34615384615384615,0.08371040723981904,-0.08371040723981898,False,True,
true_range_pct,true_range_pct__LOWER_LE_Q50,Q50,VALIDATION,101,101,0.6688741721854304,79,62,17,0.7848101265822784,0.21518987341772153,0.6198347107438017,0.38016528925619836,0.16497541583847675,-0.16497541583847683,True,True,INCONCLUSIVE
true_range_pct,true_range_pct__LOWER_LE_Q50,Q50,HOLDOUT,57,57,0.6551724137931034,24,17,7,0.7083333333333334,0.2916666666666667,0.5945945945945946,0.40540540540540543,0.11373873873873874,-0.11373873873873874,True,True,
true_range_pct,true_range_pct__LOWER_LE_Q50,Q50,FULL_SAMPLE,389,389,0.5557142857142857,324,242,82,0.7469135802469136,0.25308641975308643,0.6433333333333333,0.3566666666666667,0.10358024691358025,-0.10358024691358025,False,True,
true_range_pct,true_range_pct__LOWER_LE_Q60,Q60,TRAIN,277,277,0.5995670995670995,264,190,74,0.7196969696969697,0.2803030303030303,0.6538461538461539,0.34615384615384615,0.06585081585081587,-0.06585081585081587,False,True,
true_range_pct,true_range_pct__LOWER_LE_Q60,Q60,VALIDATION,114,114,0.7549668874172185,91,66,25,0.7252747252747253,0.27472527472527475,0.6198347107438017,0.38016528925619836,0.10544001453092355,-0.10544001453092361,False,True,YES
true_range_pct,true_range_pct__LOWER_LE_Q60,Q60,HOLDOUT,65,65,0.7471264367816092,29,20,9,0.6896551724137931,0.3103448275862069,0.5945945945945946,0.40540540540540543,0.09506057781919852,-0.09506057781919852,True,True,
true_range_pct,true_range_pct__LOWER_LE_Q60,Q60,FULL_SAMPLE,456,456,0.6514285714285715,384,276,108,0.71875,0.28125,0.6433333333333333,0.3566666666666667,0.07541666666666669,-0.07541666666666669,False,True,
true_range_pct,true_range_pct__LOWER_LE_Q70,Q70,TRAIN,323,323,0.6991341991341992,309,215,94,0.6957928802588996,0.3042071197411003,0.6538461538461539,0.34615384615384615,0.04194672641274577,-0.04194672641274583,False,True,
true_range_pct,true_range_pct__LOWER_LE_Q70,Q70,VALIDATION,120,120,0.7947019867549668,97,68,29,0.7010309278350515,0.29896907216494845,0.6198347107438017,0.38016528925619836,0.0811962170912498,-0.08119621709124991,False,True,YES
true_range_pct,true_range_pct__LOWER_LE_Q70,Q70,HOLDOUT,72,72,0.8275862068965517,32,21,11,0.65625,0.34375,0.5945945945945946,0.40540540540540543,0.06165540540540537,-0.06165540540540543,True,True,
true_range_pct,true_range_pct__LOWER_LE_Q70,Q70,FULL_SAMPLE,515,515,0.7357142857142858,438,304,134,0.6940639269406392,0.3059360730593607,0.6433333333333333,0.3566666666666667,0.05073059360730592,-0.050730593607305974,False,True,
true_range_pct,true_range_pct__LOWER_LE_Q80,Q80,TRAIN,369,369,0.7987012987012987,353,239,114,0.6770538243626062,0.32294617563739375,0.6538461538461539,0.34615384615384615,0.02320767051645234,-0.023207670516452394,False,True,
true_range_pct,true_range_pct__LOWER_LE_Q80,Q80,VALIDATION,129,129,0.8543046357615894,103,69,34,0.6699029126213593,0.3300970873786408,0.6198347107438017,0.38016528925619836,0.05006820187755756,-0.05006820187755756,False,True,YES
true_range_pct,true_range_pct__LOWER_LE_Q80,Q80,HOLDOUT,80,80,0.9195402298850575,34,21,13,0.6176470588235294,0.38235294117647056,0.5945945945945946,0.40540540540540543,0.02305246422893481,-0.023052464228934866,True,True,
true_range_pct,true_range_pct__LOWER_LE_Q80,Q80,FULL_SAMPLE,578,578,0.8257142857142857,490,329,161,0.6714285714285714,0.32857142857142857,0.6433333333333333,0.3566666666666667,0.028095238095238062,-0.028095238095238118,False,True,
same_day_volume_ratio_20_percentile,same_day_volume_ratio_20_percentile__LOWER_LE_Q20,Q20,TRAIN,93,93,0.2012987012987013,90,63,27,0.7,0.3,0.6538461538461539,0.34615384615384615,0.0461538461538461,-0.046153846153846156,False,True,
same_day_volume_ratio_20_percentile,same_day_volume_ratio_20_percentile__LOWER_LE_Q20,Q20,VALIDATION,10,10,0.06622516556291391,9,8,1,0.8888888888888888,0.1111111111111111,0.6198347107438017,0.38016528925619836,0.26905417814508714,-0.26905417814508725,True,True,INCONCLUSIVE
same_day_volume_ratio_20_percentile,same_day_volume_ratio_20_percentile__LOWER_LE_Q20,Q20,HOLDOUT,20,20,0.22988505747126436,14,11,3,0.7857142857142857,0.21428571428571427,0.5945945945945946,0.40540540540540543,0.19111969111969107,-0.19111969111969115,True,True,
same_day_volume_ratio_20_percentile,same_day_volume_ratio_20_percentile__LOWER_LE_Q20,Q20,FULL_SAMPLE,123,123,0.1757142857142857,113,82,31,0.7256637168141593,0.2743362831858407,0.6433333333333333,0.3566666666666667,0.082330383480826,-0.082330383480826,False,True,
same_day_volume_ratio_20_percentile,same_day_volume_ratio_20_percentile__LOWER_LE_Q30,Q30,TRAIN,139,139,0.3008658008658009,132,92,40,0.696969696969697,0.30303030303030304,0.6538461538461539,0.34615384615384615,0.04312354312354316,-0.04312354312354311,False,True,
same_day_volume_ratio_20_percentile,same_day_volume_ratio_20_percentile__LOWER_LE_Q30,Q30,VALIDATION,21,21,0.1390728476821192,16,13,3,0.8125,0.1875,0.6198347107438017,0.38016528925619836,0.1926652892561983,-0.19266528925619836,True,True,INCONCLUSIVE
same_day_volume_ratio_20_percentile,same_day_volume_ratio_20_percentile__LOWER_LE_Q30,Q30,HOLDOUT,25,25,0.28735632183908044,15,12,3,0.8,0.2,0.5945945945945946,0.40540540540540543,0.20540540540540542,-0.20540540540540542,True,True,
same_day_volume_ratio_20_percentile,same_day_volume_ratio_20_percentile__LOWER_LE_Q30,Q30,FULL_SAMPLE,185,185,0.2642857142857143,163,117,46,0.7177914110429447,0.2822085889570552,0.6433333333333333,0.3566666666666667,0.07445807770961144,-0.07445807770961149,False,True,
same_day_volume_ratio_20_percentile,same_day_volume_ratio_20_percentile__LOWER_LE_Q40,Q40,TRAIN,185,185,0.4004329004329004,176,123,53,0.6988636363636364,0.30113636363636365,0.6538461538461539,0.34615384615384615,0.0450174825174825,-0.0450174825174825,False,True,
same_day_volume_ratio_20_percentile,same_day_volume_ratio_20_percentile__LOWER_LE_Q40,Q40,VALIDATION,46,46,0.304635761589404,35,28,7,0.8,0.2,0.6198347107438017,0.38016528925619836,0.18016528925619835,-0.18016528925619835,True,True,INCONCLUSIVE
same_day_volume_ratio_20_percentile,same_day_volume_ratio_20_percentile__LOWER_LE_Q40,Q40,HOLDOUT,36,36,0.41379310344827586,20,16,4,0.8,0.2,0.5945945945945946,0.40540540540540543,0.20540540540540542,-0.20540540540540542,True,True,
same_day_volume_ratio_20_percentile,same_day_volume_ratio_20_percentile__LOWER_LE_Q40,Q40,FULL_SAMPLE,267,267,0.38142857142857145,231,167,64,0.7229437229437229,0.27705627705627706,0.6433333333333333,0.3566666666666667,0.07961038961038958,-0.07961038961038963,False,True,
same_day_volume_ratio_20_percentile,same_day_volume_ratio_20_percentile__LOWER_LE_Q50,Q50,TRAIN,231,231,0.5,220,157,63,0.7136363636363636,0.2863636363636364,0.6538461538461539,0.34615384615384615,0.05979020979020977,-0.05979020979020977,False,True,
same_day_volume_ratio_20_percentile,same_day_volume_ratio_20_percentile__LOWER_LE_Q50,Q50,VALIDATION,65,65,0.4304635761589404,50,42,8,0.84,0.16,0.6198347107438017,0.38016528925619836,0.22016528925619827,-0.22016528925619835,True,True,INCONCLUSIVE
same_day_volume_ratio_20_percentile,same_day_volume_ratio_20_percentile__LOWER_LE_Q50,Q50,HOLDOUT,45,45,0.5172413793103449,22,17,5,0.7727272727272727,0.22727272727272727,0.5945945945945946,0.40540540540540543,0.17813267813267808,-0.17813267813267816,True,True,
same_day_volume_ratio_20_percentile,same_day_volume_ratio_20_percentile__LOWER_LE_Q50,Q50,FULL_SAMPLE,341,341,0.48714285714285716,292,216,76,0.7397260273972602,0.2602739726027397,0.6433333333333333,0.3566666666666667,0.09639269406392692,-0.09639269406392698,False,True,
same_day_volume_ratio_20_percentile,same_day_volume_ratio_20_percentile__LOWER_LE_Q60,Q60,TRAIN,277,277,0.5995670995670995,265,186,79,0.7018867924528301,0.2981132075471698,0.6538461538461539,0.34615384615384615,0.04804063860667629,-0.048040638606676345,False,True,
same_day_volume_ratio_20_percentile,same_day_volume_ratio_20_percentile__LOWER_LE_Q60,Q60,VALIDATION,78,78,0.5165562913907285,61,48,13,0.7868852459016393,0.21311475409836064,0.6198347107438017,0.38016528925619836,0.16705053515783763,-0.16705053515783772,True,True,INCONCLUSIVE
same_day_volume_ratio_20_percentile,same_day_volume_ratio_20_percentile__LOWER_LE_Q60,Q60,HOLDOUT,52,52,0.5977011494252874,24,17,7,0.7083333333333334,0.2916666666666667,0.5945945945945946,0.40540540540540543,0.11373873873873874,-0.11373873873873874,True,True,
same_day_volume_ratio_20_percentile,same_day_volume_ratio_20_percentile__LOWER_LE_Q60,Q60,FULL_SAMPLE,407,407,0.5814285714285714,350,251,99,0.7171428571428572,0.28285714285714286,0.6433333333333333,0.3566666666666667,0.07380952380952388,-0.07380952380952382,False,True,
same_day_volume_ratio_20_percentile,same_day_volume_ratio_20_percentile__LOWER_LE_Q70,Q70,TRAIN,323,323,0.6991341991341992,308,210,98,0.6818181818181818,0.3181818181818182,0.6538461538461539,0.34615384615384615,0.027972027972027913,-0.02797202797202797,False,True,
same_day_volume_ratio_20_percentile,same_day_volume_ratio_20_percentile__LOWER_LE_Q70,Q70,VALIDATION,94,94,0.6225165562913907,75,56,19,0.7466666666666667,0.25333333333333335,0.6198347107438017,0.38016528925619836,0.126831955922865,-0.126831955922865,True,True,INCONCLUSIVE
same_day_volume_ratio_20_percentile,same_day_volume_ratio_20_percentile__LOWER_LE_Q70,Q70,HOLDOUT,64,64,0.735632183908046,28,19,9,0.6785714285714286,0.32142857142857145,0.5945945945945946,0.40540540540540543,0.08397683397683398,-0.08397683397683398,True,True,
same_day_volume_ratio_20_percentile,same_day_volume_ratio_20_percentile__LOWER_LE_Q70,Q70,FULL_SAMPLE,481,481,0.6871428571428572,411,285,126,0.6934306569343066,0.30656934306569344,0.6433333333333333,0.3566666666666667,0.0500973236009733,-0.05009732360097324,False,True,
same_day_volume_ratio_20_percentile,same_day_volume_ratio_20_percentile__LOWER_LE_Q80,Q80,TRAIN,369,369,0.7987012987012987,353,239,114,0.6770538243626062,0.32294617563739375,0.6538461538461539,0.34615384615384615,0.02320767051645234,-0.023207670516452394,False,True,
same_day_volume_ratio_20_percentile,same_day_volume_ratio_20_percentile__LOWER_LE_Q80,Q80,VALIDATION,111,111,0.7350993377483444,90,63,27,0.7,0.3,0.6198347107438017,0.38016528925619836,0.08016528925619826,-0.08016528925619837,False,True,YES
same_day_volume_ratio_20_percentile,same_day_volume_ratio_20_percentile__LOWER_LE_Q80,Q80,HOLDOUT,76,76,0.8735632183908046,33,20,13,0.6060606060606061,0.3939393939393939,0.5945945945945946,0.40540540540540543,0.01146601146601145,-0.011466011466011505,True,True,
same_day_volume_ratio_20_percentile,same_day_volume_ratio_20_percentile__LOWER_LE_Q80,Q80,FULL_SAMPLE,556,556,0.7942857142857143,476,322,154,0.6764705882352942,0.3235294117647059,0.6433333333333333,0.3566666666666667,0.033137254901960844,-0.03313725490196079,False,True,
