instrument_identity,instrument_code,market,listing_lifecycle_state,accepted_historical_row_count,first_accepted_session,last_accepted_session,required_warmup_availability,ma60_calculable,continuity_state,event_authority_status,event_lookup_state,pit_state,technical_result_status,technical_eligibility,availability_reason
TPE:2351,2351,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,False,CONTINUITY_UNKNOWN,KNOWN_EVENT,,PIT_SAFE,UNAVAILABLE,UNAVAILABLE,KNOWN_CONTINUITY_EVENT|KNOWN_VERIFIED_EVENT_REQUIRES_EVENT_AWARE_HANDLING
TPE:2352,2352,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,480,2024-08-13,2026-08-13,True,False,CONTINUITY_UNKNOWN,KNOWN_EVENT,,PIT_SAFE,UNAVAILABLE,UNAVAILABLE,KNOWN_CONTINUITY_EVENT|KNOWN_VERIFIED_EVENT_REQUIRES_EVENT_AWARE_HANDLING
TPE:2353,2353,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,False,CONTINUITY_UNKNOWN,KNOWN_EVENT,,PIT_SAFE,UNAVAILABLE,UNAVAILABLE,KNOWN_CONTINUITY_EVENT|KNOWN_VERIFIED_EVENT_REQUIRES_EVENT_AWARE_HANDLING
TPE:2354,2354,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,True,CONTINUITY_UNKNOWN,LOOKUP_UNAVAILABLE,,PIT_SAFE,VALID,ELIGIBLE,EVENT_LOOKUP_UNAVAILABLE
TPE:2355,2355,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,False,CONTINUITY_UNKNOWN,KNOWN_EVENT,,PIT_SAFE,UNAVAILABLE,UNAVAILABLE,KNOWN_CONTINUITY_EVENT|KNOWN_VERIFIED_EVENT_REQUIRES_EVENT_AWARE_HANDLING
TPE:2356,2356,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,False,CONTINUITY_UNKNOWN,KNOWN_EVENT,,PIT_SAFE,UNAVAILABLE,UNAVAILABLE,KNOWN_CONTINUITY_EVENT|KNOWN_VERIFIED_EVENT_REQUIRES_EVENT_AWARE_HANDLING
TPE:2357,2357,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,False,CONTINUITY_UNKNOWN,KNOWN_EVENT,,PIT_SAFE,UNAVAILABLE,UNAVAILABLE,KNOWN_CONTINUITY_EVENT|KNOWN_VERIFIED_EVENT_REQUIRES_EVENT_AWARE_HANDLING
TPE:2359,2359,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,False,CONTINUITY_UNKNOWN,KNOWN_EVENT,,PIT_SAFE,UNAVAILABLE,UNAVAILABLE,KNOWN_CONTINUITY_EVENT|KNOWN_VERIFIED_EVENT_REQUIRES_EVENT_AWARE_HANDLING
TPE:2360,2360,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,False,CONTINUITY_UNKNOWN,KNOWN_EVENT,,PIT_SAFE,UNAVAILABLE,UNAVAILABLE,KNOWN_CONTINUITY_EVENT|KNOWN_VERIFIED_EVENT_REQUIRES_EVENT_AWARE_HANDLING
TPE:2367,2367,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,False,CONTINUITY_UNKNOWN,KNOWN_EVENT,,PIT_SAFE,UNAVAILABLE,UNAVAILABLE,KNOWN_CONTINUITY_EVENT|KNOWN_VERIFIED_EVENT_REQUIRES_EVENT_AWARE_HANDLING
TPE:2368,2368,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,False,CONTINUITY_UNKNOWN,KNOWN_EVENT,,PIT_SAFE,UNAVAILABLE,UNAVAILABLE,KNOWN_CONTINUITY_EVENT|KNOWN_VERIFIED_EVENT_REQUIRES_EVENT_AWARE_HANDLING
TPE:2369,2369,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,True,CONTINUITY_UNKNOWN,LOOKUP_UNAVAILABLE,,PIT_SAFE,INELIGIBLE,INELIGIBLE,BELOW_MA60|TECHNICAL_V0_INELIGIBLE
TPE:2371,2371,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,479,2024-08-13,2026-08-13,True,True,CONTINUITY_UNKNOWN,LOOKUP_UNAVAILABLE,,PIT_SAFE,INELIGIBLE,INELIGIBLE,BELOW_MA60|TECHNICAL_V0_INELIGIBLE
TPE:2375,2375,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,False,CONTINUITY_UNKNOWN,KNOWN_EVENT,,PIT_SAFE,UNAVAILABLE,UNAVAILABLE,KNOWN_CONTINUITY_EVENT|KNOWN_VERIFIED_EVENT_REQUIRES_EVENT_AWARE_HANDLING
TPE:2376,2376,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,False,CONTINUITY_UNKNOWN,KNOWN_EVENT,,PIT_SAFE,UNAVAILABLE,UNAVAILABLE,KNOWN_CONTINUITY_EVENT|KNOWN_VERIFIED_EVENT_REQUIRES_EVENT_AWARE_HANDLING
TPE:2377,2377,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,True,CONTINUITY_UNKNOWN,LOOKUP_UNAVAILABLE,,PIT_SAFE,VALID,ELIGIBLE,EVENT_LOOKUP_UNAVAILABLE
TPE:2379,2379,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,True,CONTINUITY_UNKNOWN,LOOKUP_UNAVAILABLE,,PIT_SAFE,VALID,ELIGIBLE,EVENT_LOOKUP_UNAVAILABLE
TPE:2382,2382,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,False,CONTINUITY_UNKNOWN,KNOWN_EVENT,,PIT_SAFE,UNAVAILABLE,UNAVAILABLE,KNOWN_CONTINUITY_EVENT|KNOWN_VERIFIED_EVENT_REQUIRES_EVENT_AWARE_HANDLING
TPE:2383,2383,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,True,CONTINUITY_UNKNOWN,LOOKUP_UNAVAILABLE,,PIT_SAFE,VALID,ELIGIBLE,EVENT_LOOKUP_UNAVAILABLE
TPE:2388,2388,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,False,CONTINUITY_UNKNOWN,KNOWN_EVENT,,PIT_SAFE,UNAVAILABLE,UNAVAILABLE,KNOWN_CONTINUITY_EVENT|KNOWN_VERIFIED_EVENT_REQUIRES_EVENT_AWARE_HANDLING
TPE:2395,2395,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,False,CONTINUITY_UNKNOWN,KNOWN_EVENT,,PIT_SAFE,UNAVAILABLE,UNAVAILABLE,KNOWN_CONTINUITY_EVENT|KNOWN_VERIFIED_EVENT_REQUIRES_EVENT_AWARE_HANDLING
TPE:2399,2399,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,True,CONTINUITY_UNKNOWN,LOOKUP_UNAVAILABLE,,PIT_SAFE,INELIGIBLE,INELIGIBLE,BELOW_MA60|TECHNICAL_V0_INELIGIBLE
TPE:2401,2401,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,True,CONTINUITY_UNKNOWN,LOOKUP_UNAVAILABLE,,PIT_SAFE,INELIGIBLE,INELIGIBLE,BELOW_MA60|TECHNICAL_V0_INELIGIBLE
TPE:2406,2406,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,True,CONTINUITY_UNKNOWN,LOOKUP_UNAVAILABLE,,PIT_SAFE,INELIGIBLE,INELIGIBLE,BELOW_MA60|TECHNICAL_V0_INELIGIBLE
TPE:2408,2408,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,False,CONTINUITY_UNKNOWN,KNOWN_EVENT,,PIT_SAFE,UNAVAILABLE,UNAVAILABLE,KNOWN_CONTINUITY_EVENT|KNOWN_VERIFIED_EVENT_REQUIRES_EVENT_AWARE_HANDLING
TPE:2409,2409,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,False,CONTINUITY_UNKNOWN,KNOWN_EVENT,,PIT_SAFE,UNAVAILABLE,UNAVAILABLE,KNOWN_CONTINUITY_EVENT|KNOWN_VERIFIED_EVENT_REQUIRES_EVENT_AWARE_HANDLING
TPE:2413,2413,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,True,CONTINUITY_UNKNOWN,LOOKUP_UNAVAILABLE,,PIT_SAFE,INELIGIBLE,INELIGIBLE,BELOW_MA60|TECHNICAL_V0_INELIGIBLE
TPE:2414,2414,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,False,CONTINUITY_UNKNOWN,KNOWN_EVENT,,PIT_SAFE,UNAVAILABLE,UNAVAILABLE,KNOWN_CONTINUITY_EVENT|KNOWN_VERIFIED_EVENT_REQUIRES_EVENT_AWARE_HANDLING
TPE:2421,2421,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,False,CONTINUITY_UNKNOWN,KNOWN_EVENT,,PIT_SAFE,UNAVAILABLE,UNAVAILABLE,KNOWN_CONTINUITY_EVENT|KNOWN_VERIFIED_EVENT_REQUIRES_EVENT_AWARE_HANDLING
TPE:2424,2424,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,479,2024-08-13,2026-08-13,True,True,CONTINUITY_UNKNOWN,LOOKUP_UNAVAILABLE,,PIT_SAFE,INELIGIBLE,INELIGIBLE,BELOW_MA60|TECHNICAL_V0_INELIGIBLE
TPE:2425,2425,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,False,CONTINUITY_UNKNOWN,KNOWN_EVENT,,PIT_SAFE,UNAVAILABLE,UNAVAILABLE,KNOWN_CONTINUITY_EVENT|KNOWN_VERIFIED_EVENT_REQUIRES_EVENT_AWARE_HANDLING
TPE:2426,2426,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,False,CONTINUITY_UNKNOWN,KNOWN_EVENT,,PIT_SAFE,UNAVAILABLE,UNAVAILABLE,KNOWN_CONTINUITY_EVENT|KNOWN_VERIFIED_EVENT_REQUIRES_EVENT_AWARE_HANDLING
TPE:2428,2428,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,True,CONTINUITY_UNKNOWN,LOOKUP_UNAVAILABLE,,PIT_SAFE,INELIGIBLE,INELIGIBLE,BELOW_MA60|TECHNICAL_V0_INELIGIBLE
TPE:2434,2434,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,True,CONTINUITY_UNKNOWN,LOOKUP_UNAVAILABLE,,PIT_SAFE,VALID,ELIGIBLE,EVENT_LOOKUP_UNAVAILABLE
TPE:2436,2436,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,485,2024-08-13,2026-08-13,True,True,CONTINUITY_UNKNOWN,LOOKUP_UNAVAILABLE,,PIT_SAFE,VALID,ELIGIBLE,EVENT_LOOKUP_UNAVAILABLE
TPE:2441,2441,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,True,CONTINUITY_UNKNOWN,LOOKUP_UNAVAILABLE,,PIT_SAFE,INELIGIBLE,INELIGIBLE,BELOW_MA60|TECHNICAL_V0_INELIGIBLE
TPE:2449,2449,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,True,CONTINUITY_UNKNOWN,LOOKUP_UNAVAILABLE,,PIT_SAFE,INELIGIBLE,INELIGIBLE,BELOW_MA60|TECHNICAL_V0_INELIGIBLE
TPE:2451,2451,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,False,CONTINUITY_UNKNOWN,KNOWN_EVENT,,PIT_SAFE,UNAVAILABLE,UNAVAILABLE,KNOWN_CONTINUITY_EVENT|KNOWN_VERIFIED_EVENT_REQUIRES_EVENT_AWARE_HANDLING
TPE:2454,2454,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,False,CONTINUITY_UNKNOWN,KNOWN_EVENT,,PIT_SAFE,UNAVAILABLE,UNAVAILABLE,KNOWN_CONTINUITY_EVENT|KNOWN_VERIFIED_EVENT_REQUIRES_EVENT_AWARE_HANDLING
TPE:2455,2455,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,False,CONTINUITY_UNKNOWN,KNOWN_EVENT,,PIT_SAFE,UNAVAILABLE,UNAVAILABLE,KNOWN_CONTINUITY_EVENT|KNOWN_VERIFIED_EVENT_REQUIRES_EVENT_AWARE_HANDLING
TPE:2457,2457,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,True,CONTINUITY_UNKNOWN,LOOKUP_UNAVAILABLE,,PIT_SAFE,INELIGIBLE,INELIGIBLE,BELOW_MA60|TECHNICAL_V0_INELIGIBLE
TPE:2460,2460,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,True,CONTINUITY_UNKNOWN,LOOKUP_UNAVAILABLE,,PIT_SAFE,INELIGIBLE,INELIGIBLE,BELOW_MA60|TECHNICAL_V0_INELIGIBLE
TPE:2464,2464,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,True,CONTINUITY_UNKNOWN,LOOKUP_UNAVAILABLE,,PIT_SAFE,VALID,ELIGIBLE,EVENT_LOOKUP_UNAVAILABLE
TPE:2465,2465,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,True,CONTINUITY_UNKNOWN,LOOKUP_UNAVAILABLE,,PIT_SAFE,VALID,ELIGIBLE,EVENT_LOOKUP_UNAVAILABLE
TPE:2466,2466,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,True,CONTINUITY_UNKNOWN,LOOKUP_UNAVAILABLE,,PIT_SAFE,VALID,ELIGIBLE,EVENT_LOOKUP_UNAVAILABLE
TPE:2467,2467,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,False,CONTINUITY_UNKNOWN,KNOWN_EVENT,,PIT_SAFE,UNAVAILABLE,UNAVAILABLE,KNOWN_CONTINUITY_EVENT|KNOWN_VERIFIED_EVENT_REQUIRES_EVENT_AWARE_HANDLING
TPE:2472,2472,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,True,CONTINUITY_UNKNOWN,LOOKUP_UNAVAILABLE,,PIT_SAFE,INELIGIBLE,INELIGIBLE,BELOW_MA60|TECHNICAL_V0_INELIGIBLE
TPE:2474,2474,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,False,CONTINUITY_UNKNOWN,KNOWN_EVENT,,PIT_SAFE,UNAVAILABLE,UNAVAILABLE,KNOWN_CONTINUITY_EVENT|KNOWN_VERIFIED_EVENT_REQUIRES_EVENT_AWARE_HANDLING
TPE:2478,2478,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,False,CONTINUITY_UNKNOWN,KNOWN_EVENT,,PIT_SAFE,UNAVAILABLE,UNAVAILABLE,KNOWN_CONTINUITY_EVENT|KNOWN_VERIFIED_EVENT_REQUIRES_EVENT_AWARE_HANDLING
TPE:2481,2481,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,True,CONTINUITY_UNKNOWN,KNOWN_EVENT,,PIT_SAFE,INELIGIBLE,INELIGIBLE,BELOW_MA60|TECHNICAL_V0_INELIGIBLE
TPE:2483,2483,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,True,CONTINUITY_UNKNOWN,KNOWN_EVENT,,PIT_SAFE,INELIGIBLE,INELIGIBLE,BELOW_MA60|TECHNICAL_V0_INELIGIBLE
TPE:2484,2484,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,True,CONTINUITY_UNKNOWN,LOOKUP_UNAVAILABLE,,PIT_SAFE,VALID,ELIGIBLE,EVENT_LOOKUP_UNAVAILABLE
TPE:2485,2485,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,True,CONTINUITY_UNKNOWN,LOOKUP_UNAVAILABLE,,PIT_SAFE,INELIGIBLE,INELIGIBLE,BELOW_MA60|TECHNICAL_V0_INELIGIBLE
TPE:2486,2486,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,False,CONTINUITY_UNKNOWN,KNOWN_EVENT,,PIT_SAFE,UNAVAILABLE,UNAVAILABLE,KNOWN_CONTINUITY_EVENT|KNOWN_VERIFIED_EVENT_REQUIRES_EVENT_AWARE_HANDLING
TPE:2491,2491,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,True,CONTINUITY_UNKNOWN,LOOKUP_UNAVAILABLE,,PIT_SAFE,VALID,ELIGIBLE,EVENT_LOOKUP_UNAVAILABLE
TPE:2492,2492,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,False,CONTINUITY_UNKNOWN,KNOWN_EVENT,,PIT_SAFE,UNAVAILABLE,UNAVAILABLE,KNOWN_CONTINUITY_EVENT|KNOWN_VERIFIED_EVENT_REQUIRES_EVENT_AWARE_HANDLING
TPE:2493,2493,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,False,CONTINUITY_UNKNOWN,KNOWN_EVENT,,PIT_SAFE,UNAVAILABLE,UNAVAILABLE,KNOWN_CONTINUITY_EVENT|KNOWN_VERIFIED_EVENT_REQUIRES_EVENT_AWARE_HANDLING
TPE:2498,2498,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,False,CONTINUITY_UNKNOWN,KNOWN_EVENT,,PIT_SAFE,UNAVAILABLE,UNAVAILABLE,KNOWN_CONTINUITY_EVENT|KNOWN_VERIFIED_EVENT_REQUIRES_EVENT_AWARE_HANDLING
TPE:2501,2501,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,False,CONTINUITY_UNKNOWN,KNOWN_EVENT,,PIT_SAFE,UNAVAILABLE,UNAVAILABLE,KNOWN_CONTINUITY_EVENT|KNOWN_VERIFIED_EVENT_REQUIRES_EVENT_AWARE_HANDLING
TPE:2511,2511,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,False,CONTINUITY_UNKNOWN,KNOWN_EVENT,,PIT_SAFE,UNAVAILABLE,UNAVAILABLE,KNOWN_CONTINUITY_EVENT|KNOWN_VERIFIED_EVENT_REQUIRES_EVENT_AWARE_HANDLING
TPE:2520,2520,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,False,CONTINUITY_UNKNOWN,KNOWN_EVENT,,PIT_SAFE,UNAVAILABLE,UNAVAILABLE,KNOWN_CONTINUITY_EVENT|KNOWN_VERIFIED_EVENT_REQUIRES_EVENT_AWARE_HANDLING
TPE:2527,2527,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,True,CONTINUITY_UNKNOWN,LOOKUP_UNAVAILABLE,,PIT_SAFE,VALID,ELIGIBLE,EVENT_LOOKUP_UNAVAILABLE
TPE:2535,2535,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,True,CONTINUITY_UNKNOWN,KNOWN_EVENT,,PIT_SAFE,INELIGIBLE,INELIGIBLE,BELOW_MA60|TECHNICAL_V0_INELIGIBLE
TPE:2536,2536,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,False,CONTINUITY_UNKNOWN,KNOWN_EVENT,,PIT_SAFE,UNAVAILABLE,UNAVAILABLE,KNOWN_CONTINUITY_EVENT|KNOWN_VERIFIED_EVENT_REQUIRES_EVENT_AWARE_HANDLING
TPE:2539,2539,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,True,CONTINUITY_UNKNOWN,LOOKUP_UNAVAILABLE,,PIT_SAFE,VALID,ELIGIBLE,EVENT_LOOKUP_UNAVAILABLE
TPE:2542,2542,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,True,CONTINUITY_UNKNOWN,LOOKUP_UNAVAILABLE,,PIT_SAFE,VALID,ELIGIBLE,EVENT_LOOKUP_UNAVAILABLE
TPE:2546,2546,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,True,CONTINUITY_UNKNOWN,LOOKUP_UNAVAILABLE,,PIT_SAFE,VALID,ELIGIBLE,EVENT_LOOKUP_UNAVAILABLE
TPE:2548,2548,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,False,CONTINUITY_UNKNOWN,KNOWN_EVENT,,PIT_SAFE,UNAVAILABLE,UNAVAILABLE,KNOWN_CONTINUITY_EVENT|KNOWN_VERIFIED_EVENT_REQUIRES_EVENT_AWARE_HANDLING
TPE:2601,2601,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,485,2024-08-13,2026-08-13,True,True,CONTINUITY_UNKNOWN,LOOKUP_UNAVAILABLE,,PIT_SAFE,VALID,ELIGIBLE,EVENT_LOOKUP_UNAVAILABLE
TPE:2603,2603,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,True,CONTINUITY_UNKNOWN,LOOKUP_UNAVAILABLE,,PIT_SAFE,VALID,ELIGIBLE,EVENT_LOOKUP_UNAVAILABLE
TPE:2605,2605,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,True,CONTINUITY_UNKNOWN,LOOKUP_UNAVAILABLE,,PIT_SAFE,VALID,ELIGIBLE,EVENT_LOOKUP_UNAVAILABLE
TPE:2606,2606,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,True,CONTINUITY_UNKNOWN,LOOKUP_UNAVAILABLE,,PIT_SAFE,VALID,ELIGIBLE,EVENT_LOOKUP_UNAVAILABLE
TPE:2609,2609,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,True,CONTINUITY_UNKNOWN,LOOKUP_UNAVAILABLE,,PIT_SAFE,INELIGIBLE,INELIGIBLE,BELOW_MA60|TECHNICAL_V0_INELIGIBLE
TPE:2610,2610,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,True,CONTINUITY_UNKNOWN,LOOKUP_UNAVAILABLE,,PIT_SAFE,INELIGIBLE,INELIGIBLE,BELOW_MA60|TECHNICAL_V0_INELIGIBLE
TPE:2611,2611,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,True,CONTINUITY_UNKNOWN,LOOKUP_UNAVAILABLE,,PIT_SAFE,VALID,ELIGIBLE,EVENT_LOOKUP_UNAVAILABLE
TPE:2613,2613,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,True,CONTINUITY_UNKNOWN,LOOKUP_UNAVAILABLE,,PIT_SAFE,INELIGIBLE,INELIGIBLE,BELOW_MA60|TECHNICAL_V0_INELIGIBLE
TPE:2615,2615,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,True,CONTINUITY_UNKNOWN,LOOKUP_UNAVAILABLE,,PIT_SAFE,VALID,ELIGIBLE,EVENT_LOOKUP_UNAVAILABLE
TPE:2617,2617,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,True,CONTINUITY_UNKNOWN,LOOKUP_UNAVAILABLE,,PIT_SAFE,INELIGIBLE,INELIGIBLE,BELOW_MA60|TECHNICAL_V0_INELIGIBLE
TPE:2630,2630,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,True,CONTINUITY_UNKNOWN,KNOWN_EVENT,,PIT_SAFE,VALID,ELIGIBLE,KNOWN_EVENT_HANDLED
TPE:2634,2634,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,False,CONTINUITY_UNKNOWN,KNOWN_EVENT,,PIT_SAFE,UNAVAILABLE,UNAVAILABLE,KNOWN_CONTINUITY_EVENT|KNOWN_VERIFIED_EVENT_REQUIRES_EVENT_AWARE_HANDLING
TPE:2636,2636,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,True,CONTINUITY_UNKNOWN,LOOKUP_UNAVAILABLE,,PIT_SAFE,INELIGIBLE,INELIGIBLE,BELOW_MA60|TECHNICAL_V0_INELIGIBLE
TPE:2645,2645,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,False,CONTINUITY_UNKNOWN,KNOWN_EVENT,,PIT_SAFE,UNAVAILABLE,UNAVAILABLE,KNOWN_CONTINUITY_EVENT|KNOWN_VERIFIED_EVENT_REQUIRES_EVENT_AWARE_HANDLING
TPE:2646,2646,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,437,2024-10-25,2026-08-13,True,True,CONTINUITY_UNKNOWN,LOOKUP_UNAVAILABLE,,PIT_SAFE,INELIGIBLE,INELIGIBLE,BELOW_MA60|TECHNICAL_V0_INELIGIBLE
TPE:2851,2851,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,True,CONTINUITY_UNKNOWN,LOOKUP_UNAVAILABLE,,PIT_SAFE,VALID,ELIGIBLE,EVENT_LOOKUP_UNAVAILABLE
TPE:3003,3003,TPE,ACTIVE_OR_CANONICAL_QUERY_ACCEPTED,486,2024-08-13,2026-08-13,True,False,CONTINUITY_UNKNOWN,KNOWN_EVENT,,PIT_SAFE,UNAVAILABLE,UNAVAILABLE,KNOWN_CONTINUITY_EVENT|KNOWN_VERIFIED_EVENT_REQUIRES_EVENT_AWARE_HANDLING
