cohort,source_signal,signal_id,origin_signal_id,pair_id,instrument_id,stock_code,market,signal_date,current_relation_candidate_count,current_join_status,primary_reason,signal_date_valid_relation_count,signal_date_valid_topic_count,signal_date_valid_topic_ids,signal_date_valid_topic_names,exposure_stage_set,exposure_main_rise_topic_ids,duplicate_topic_ids,current_taxonomy_candidate_topic_ids,current_taxonomy_candidate_topic_names,current_taxonomy_candidate_stage_set,current_taxonomy_candidate_main_rise_topic_ids,multiple_legitimate_topic_relations,multiple_topics_different_lifecycle_stages,multiple_topics_same_lifecycle_stage,multiple_main_rise_exposures,missing_no_topic_relation,invalid_or_unavailable_lifecycle_evidence,relation_data_quality_ambiguity,other_actual_cause,exposure_has_valid_five_stage,exposure_eligible_research_observation,current_unique_join_would_retain,event_dedup_key,exposure_detail_compact,current_taxonomy_candidate_detail_compact
A2,A2,6b3ffa3a1f8bda23325eb8d1dc33d7543234168aa4a5fc2988dcf62a9fbaf6dd,6b3ffa3a1f8bda23325eb8d1dc33d7543234168aa4a5fc2988dcf62a9fbaf6dd,,f54df383-df07-47ae-b82a-b63b9556f443,6937,TPE,2025-06-24,2,AMBIGUOUS_TOPIC_MATCH,MULTIPLE_LEGITIMATE_TOPIC_RELATIONS,0,0,,,,,,0c309bf8-8ec3-44e5-8c87-67c3134c4cb6;64716fcd-3b4e-4ff9-8bbf-96cfeb85560e,先進封裝設備;其他半導體設備,,,True,False,False,False,False,True,False,False,False,NO,NO,A2|6b3ffa3a1f8bda23325eb8d1dc33d7543234168aa4a5fc2988dcf62a9fbaf6dd,,0c309bf8-8ec3-44e5-8c87-67c3134c4cb6|其他半導體設備|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID;64716fcd-3b4e-4ff9-8bbf-96cfeb85560e|先進封裝設備|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID
A2,A2,3772490988e604be873a5e6da0f9a6c8eeb10eef2edbecb43013aa333c01a0e0,3772490988e604be873a5e6da0f9a6c8eeb10eef2edbecb43013aa333c01a0e0,,2a84bcb2-8516-4d0c-a187-23651e6d03ab,4721,TWO,2025-06-25,2,AMBIGUOUS_TOPIC_MATCH,MULTIPLE_LEGITIMATE_TOPIC_RELATIONS,0,0,,,,,,61c1c9e3-ca31-486c-b327-bfbc13ef8db7;f6419395-741d-4947-a548-4603a7b59b4f,儲能;電動車／EV,,,True,False,False,False,False,True,False,False,False,NO,NO,A2|3772490988e604be873a5e6da0f9a6c8eeb10eef2edbecb43013aa333c01a0e0,,61c1c9e3-ca31-486c-b327-bfbc13ef8db7|電動車／EV|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID;f6419395-741d-4947-a548-4603a7b59b4f|儲能|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID
A2,A2,6c47bcdd6a47927b73b70d84b086dca86b0be3ea7081da13635ae3d330e7732f,6c47bcdd6a47927b73b70d84b086dca86b0be3ea7081da13635ae3d330e7732f,,3611ee53-bc2b-4582-92ed-e81dfbea0541,8054,TWO,2025-06-25,2,AMBIGUOUS_TOPIC_MATCH,MULTIPLE_LEGITIMATE_TOPIC_RELATIONS,0,0,,,,,,6fed881a-79d8-4265-aef5-5c1cd5902447;bd5e198e-d85e-4d8d-a688-f32663d59941,ASIC;Chiplet,,,True,False,False,False,False,True,False,False,False,NO,NO,A2|6c47bcdd6a47927b73b70d84b086dca86b0be3ea7081da13635ae3d330e7732f,,6fed881a-79d8-4265-aef5-5c1cd5902447|Chiplet|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID;bd5e198e-d85e-4d8d-a688-f32663d59941|ASIC|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID
A2,A2,2104d85157d3fcd9f2324085f078f9d457a8285f89add5585f387c11e0d5d680,2104d85157d3fcd9f2324085f078f9d457a8285f89add5585f387c11e0d5d680,,3f3ebb32-9a86-4b6f-a6ef-43646f7fc2ad,4931,TWO,2025-06-25,3,AMBIGUOUS_TOPIC_MATCH,MULTIPLE_LEGITIMATE_TOPIC_RELATIONS,0,0,,,,,,26faa0dd-c3d6-4e33-bf5a-0e4ba9ccb931;558380c3-554b-420c-bfb9-925a3d2e1004;f6419395-741d-4947-a548-4603a7b59b4f,AI電力基建;BBU;儲能,,,True,False,False,False,False,True,False,False,False,NO,NO,A2|2104d85157d3fcd9f2324085f078f9d457a8285f89add5585f387c11e0d5d680,,26faa0dd-c3d6-4e33-bf5a-0e4ba9ccb931|AI電力基建|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID;558380c3-554b-420c-bfb9-925a3d2e1004|BBU|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID;f6419395-741d-4947-a548-4603a7b59b4f|儲能|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID
A2,A2,0dae5883d4833879b7556b866e48b4f36ed3e5fde6b0dd9366cc48d9631f34f9,0dae5883d4833879b7556b866e48b4f36ed3e5fde6b0dd9366cc48d9631f34f9,,5c47d834-3def-4a45-816c-ef0ba5bac984,5434,TPE,2025-06-25,4,AMBIGUOUS_TOPIC_MATCH,MULTIPLE_LEGITIMATE_TOPIC_RELATIONS,0,0,,,,,,3c7a1702-eb72-4779-920c-203536534510;3ef50eff-334f-4079-abe4-3daeb5f53de2;6d1ddba4-cee9-4b49-889a-9a775dff324f;d91e7b4f-f6c3-4e46-a5a7-ee95a540d598,CCL;CoWoS;其他晶圓材料;半導體原料,,,True,False,False,False,False,True,False,False,False,NO,NO,A2|0dae5883d4833879b7556b866e48b4f36ed3e5fde6b0dd9366cc48d9631f34f9,,3c7a1702-eb72-4779-920c-203536534510|半導體原料|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID;3ef50eff-334f-4079-abe4-3daeb5f53de2|CCL|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID;6d1ddba4-cee9-4b49-889a-9a775dff324f|其他晶圓材料|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID;d91e7b4f-f6c3-4e46-a5a7-ee95a540d598|CoWoS|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID
A2,A2,25f53fae583df386240368dbbdff14629c75a4ffc26564f783309c7887af70ed,25f53fae583df386240368dbbdff14629c75a4ffc26564f783309c7887af70ed,,712bf9cb-4eca-4c67-bf47-28690d891b0d,3211,TWO,2025-06-25,2,AMBIGUOUS_TOPIC_MATCH,MULTIPLE_LEGITIMATE_TOPIC_RELATIONS,0,0,,,,,,558380c3-554b-420c-bfb9-925a3d2e1004;f6419395-741d-4947-a548-4603a7b59b4f,BBU;儲能,,,True,False,False,False,False,True,False,False,False,NO,NO,A2|25f53fae583df386240368dbbdff14629c75a4ffc26564f783309c7887af70ed,,558380c3-554b-420c-bfb9-925a3d2e1004|BBU|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID;f6419395-741d-4947-a548-4603a7b59b4f|儲能|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID
A2,A2,a2821d53a54911c26bc6ab16ca837313cf2e5c9aa7443e0e5a01de9eddf0e8ab,a2821d53a54911c26bc6ab16ca837313cf2e5c9aa7443e0e5a01de9eddf0e8ab,,935b678a-8271-45ea-85a3-e8128c9ef5b2,6803,TWO,2025-06-25,2,AMBIGUOUS_TOPIC_MATCH,MULTIPLE_LEGITIMATE_TOPIC_RELATIONS,0,0,,,,,,16123e3c-95ec-4787-91ea-70418ec25102;c38c120a-6c93-4f8e-8a31-7286c6c0487f,其他能源;太陽能,,,True,False,False,False,False,True,False,False,False,NO,NO,A2|a2821d53a54911c26bc6ab16ca837313cf2e5c9aa7443e0e5a01de9eddf0e8ab,,16123e3c-95ec-4787-91ea-70418ec25102|太陽能|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID;c38c120a-6c93-4f8e-8a31-7286c6c0487f|其他能源|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID
A2,A2,6bebdb120c0f07dccf1e8ec96791d7e9b23c30cd6985da3f16aab86606601938,6bebdb120c0f07dccf1e8ec96791d7e9b23c30cd6985da3f16aab86606601938,,58ff243d-30ac-4932-b66c-de8b2d0455f5,6781,TPE,2025-06-26,2,AMBIGUOUS_TOPIC_MATCH,MULTIPLE_LEGITIMATE_TOPIC_RELATIONS,0,0,,,,,,558380c3-554b-420c-bfb9-925a3d2e1004;f6419395-741d-4947-a548-4603a7b59b4f,BBU;儲能,,,True,False,False,False,False,True,False,False,False,NO,NO,A2|6bebdb120c0f07dccf1e8ec96791d7e9b23c30cd6985da3f16aab86606601938,,558380c3-554b-420c-bfb9-925a3d2e1004|BBU|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID;f6419395-741d-4947-a548-4603a7b59b4f|儲能|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID
A2,A2,cd15e389b018a41c047effb95a48e973ad694ba3044faac777467a5ff1cb89ff,cd15e389b018a41c047effb95a48e973ad694ba3044faac777467a5ff1cb89ff,,ec3ac1e5-4926-4555-b25b-79d0b8eb85db,2301,TPE,2025-06-26,2,AMBIGUOUS_TOPIC_MATCH,MULTIPLE_LEGITIMATE_TOPIC_RELATIONS,0,0,,,,,,26faa0dd-c3d6-4e33-bf5a-0e4ba9ccb931;558380c3-554b-420c-bfb9-925a3d2e1004,AI電力基建;BBU,,,True,False,False,False,False,True,False,False,False,NO,NO,A2|cd15e389b018a41c047effb95a48e973ad694ba3044faac777467a5ff1cb89ff,,26faa0dd-c3d6-4e33-bf5a-0e4ba9ccb931|AI電力基建|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID;558380c3-554b-420c-bfb9-925a3d2e1004|BBU|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID
A2,A2,88f8eda9369408f495bca372aeb5eca8bf21400baf7e2c3800c7366a91ffa5bb,88f8eda9369408f495bca372aeb5eca8bf21400baf7e2c3800c7366a91ffa5bb,,d6b10d3b-b7bb-485e-9d31-a932e409e76b,6257,TPE,2025-06-27,2,AMBIGUOUS_TOPIC_MATCH,MULTIPLE_LEGITIMATE_TOPIC_RELATIONS,0,0,,,,,,3036362e-e366-465e-83ff-35e8843bea59;53e45b3d-fba8-40d6-8a72-b93b3d45835e,一般封測;矽光子,,,True,False,False,False,False,True,False,False,False,NO,NO,A2|88f8eda9369408f495bca372aeb5eca8bf21400baf7e2c3800c7366a91ffa5bb,,3036362e-e366-465e-83ff-35e8843bea59|一般封測|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID;53e45b3d-fba8-40d6-8a72-b93b3d45835e|矽光子|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID
A2,A2,2e6733ede9d4a011b202d79b49296fa4b3366e799af5d6fc736f8e6e0f105d23,2e6733ede9d4a011b202d79b49296fa4b3366e799af5d6fc736f8e6e0f105d23,,a94f1c0c-f229-421d-8716-4b03f6274f8f,6742,TPE,2025-06-30,3,AMBIGUOUS_TOPIC_MATCH,MULTIPLE_LEGITIMATE_TOPIC_RELATIONS,0,0,,,,,,82b5e80d-7709-41aa-8b27-5e9d37cb1357;96ec0fc5-6124-4c7c-9602-ce3976129e54;a5e71356-ecf8-46c3-91be-66e5151b9d9e,AI影像辨識;機器視覺;視覺檢測,,,True,False,False,False,False,True,False,False,False,NO,NO,A2|2e6733ede9d4a011b202d79b49296fa4b3366e799af5d6fc736f8e6e0f105d23,,82b5e80d-7709-41aa-8b27-5e9d37cb1357|機器視覺|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID;96ec0fc5-6124-4c7c-9602-ce3976129e54|視覺檢測|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID;a5e71356-ecf8-46c3-91be-66e5151b9d9e|AI影像辨識|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID
A2,A2,0962ac1a9d61e6ff01716113cc442fe9db7d7d2765978134eac136fd19f654af,0962ac1a9d61e6ff01716113cc442fe9db7d7d2765978134eac136fd19f654af,,b7f4d7e5-4e68-476b-ae11-fe9c76d822fb,2368,TPE,2025-06-30,3,AMBIGUOUS_TOPIC_MATCH,MULTIPLE_LEGITIMATE_TOPIC_RELATIONS,0,0,,,,,,6764d72a-9f42-4932-ad94-cab20a7f0d4f;bd5e198e-d85e-4d8d-a688-f32663d59941;f2ad60ed-20aa-4055-aff0-601eea1c7055,AI PCB;ASIC;PCB,,,True,False,False,False,False,True,False,False,False,NO,NO,A2|0962ac1a9d61e6ff01716113cc442fe9db7d7d2765978134eac136fd19f654af,,6764d72a-9f42-4932-ad94-cab20a7f0d4f|PCB|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID;bd5e198e-d85e-4d8d-a688-f32663d59941|ASIC|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID;f2ad60ed-20aa-4055-aff0-601eea1c7055|AI PCB|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID
A2,A2,b4aefa8e048babde45232dc2bc21831cb976d447f15f7d6d58ac3228afb43c75,b4aefa8e048babde45232dc2bc21831cb976d447f15f7d6d58ac3228afb43c75,,c6a9462e-f501-4b44-bc7c-305012047c13,8071,TWO,2025-07-01,2,AMBIGUOUS_TOPIC_MATCH,MULTIPLE_LEGITIMATE_TOPIC_RELATIONS,0,0,,,,,,87e77c56-72c2-43cd-8442-31a7d430d81d;9a40d7b3-4a33-4087-aa07-b734fffa4bf7,其他自動化;網通,,,True,False,False,False,False,True,False,False,False,NO,NO,A2|b4aefa8e048babde45232dc2bc21831cb976d447f15f7d6d58ac3228afb43c75,,87e77c56-72c2-43cd-8442-31a7d430d81d|網通|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID;9a40d7b3-4a33-4087-aa07-b734fffa4bf7|其他自動化|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID
A2,A2,41ed37bb710da6db9fb1786a456581fb0cf641c79eb76ee2b9b03040250d9aa6,41ed37bb710da6db9fb1786a456581fb0cf641c79eb76ee2b9b03040250d9aa6,,e5d0d980-dbeb-4846-8b67-d054322c45f3,6269,TPE,2025-07-01,2,AMBIGUOUS_TOPIC_MATCH,MULTIPLE_LEGITIMATE_TOPIC_RELATIONS,0,0,,,,,,bd5e198e-d85e-4d8d-a688-f32663d59941;f2ad60ed-20aa-4055-aff0-601eea1c7055,AI PCB;ASIC,,,True,False,False,False,False,True,False,False,False,NO,NO,A2|41ed37bb710da6db9fb1786a456581fb0cf641c79eb76ee2b9b03040250d9aa6,,bd5e198e-d85e-4d8d-a688-f32663d59941|ASIC|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID;f2ad60ed-20aa-4055-aff0-601eea1c7055|AI PCB|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID
A2,A2,d5d1804c126ecceeaa99694765d4d112508cf9b8b8575398f469218ee35074aa,d5d1804c126ecceeaa99694765d4d112508cf9b8b8575398f469218ee35074aa,,65931351-cc10-46bb-a50d-e9fd679d8474,5475,TWO,2025-07-02,2,AMBIGUOUS_TOPIC_MATCH,MULTIPLE_LEGITIMATE_TOPIC_RELATIONS,0,0,,,,,,3ef50eff-334f-4079-abe4-3daeb5f53de2;9bef33e9-4853-4a6d-9ded-477f69a0caf5,CCL;玻纖布,,,True,False,False,False,False,True,False,False,False,NO,NO,A2|d5d1804c126ecceeaa99694765d4d112508cf9b8b8575398f469218ee35074aa,,3ef50eff-334f-4079-abe4-3daeb5f53de2|CCL|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID;9bef33e9-4853-4a6d-9ded-477f69a0caf5|玻纖布|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID
A2,A2,237c147e68686b73c20504d4d035dbb5f5968791fa51ef8c020a1a6ab2fed71d,237c147e68686b73c20504d4d035dbb5f5968791fa51ef8c020a1a6ab2fed71d,,81544d93-8d46-4594-8164-804f04ea71b6,3167,TPE,2025-07-02,2,AMBIGUOUS_TOPIC_MATCH,MULTIPLE_LEGITIMATE_TOPIC_RELATIONS,0,0,,,,,,445225d9-4f84-4ee2-8b84-2d823d3a0c21;6009750c-61d5-4472-9bd1-ed4c75b1981c,FOPLP;玻璃基板,,,True,False,False,False,False,True,False,False,False,NO,NO,A2|237c147e68686b73c20504d4d035dbb5f5968791fa51ef8c020a1a6ab2fed71d,,445225d9-4f84-4ee2-8b84-2d823d3a0c21|玻璃基板|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID;6009750c-61d5-4472-9bd1-ed4c75b1981c|FOPLP|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID
A2,A2,4665cedd6e15370e9931ed5f069127f595adb2da4452a2d146efb15c427be3bc,4665cedd6e15370e9931ed5f069127f595adb2da4452a2d146efb15c427be3bc,,3611ee53-bc2b-4582-92ed-e81dfbea0541,8054,TWO,2025-07-03,2,AMBIGUOUS_TOPIC_MATCH,MULTIPLE_LEGITIMATE_TOPIC_RELATIONS,0,0,,,,,,6fed881a-79d8-4265-aef5-5c1cd5902447;bd5e198e-d85e-4d8d-a688-f32663d59941,ASIC;Chiplet,,,True,False,False,False,False,True,False,False,False,NO,NO,A2|4665cedd6e15370e9931ed5f069127f595adb2da4452a2d146efb15c427be3bc,,6fed881a-79d8-4265-aef5-5c1cd5902447|Chiplet|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID;bd5e198e-d85e-4d8d-a688-f32663d59941|ASIC|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID
A2,A2,cd83166610a9733b87595f0d77767e8ccd8c3e9981965206c1ad366a5f2ba629,cd83166610a9733b87595f0d77767e8ccd8c3e9981965206c1ad366a5f2ba629,,60130f36-1739-45dc-8b3b-16ce91840459,4991,TWO,2025-07-03,2,AMBIGUOUS_TOPIC_MATCH,MULTIPLE_LEGITIMATE_TOPIC_RELATIONS,0,0,,,,,,28a24a67-4e74-400e-8240-ef10183c0384;53e45b3d-fba8-40d6-8a72-b93b3d45835e,光通訊;矽光子,,,True,False,False,False,False,True,False,False,False,NO,NO,A2|cd83166610a9733b87595f0d77767e8ccd8c3e9981965206c1ad366a5f2ba629,,28a24a67-4e74-400e-8240-ef10183c0384|光通訊|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID;53e45b3d-fba8-40d6-8a72-b93b3d45835e|矽光子|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID
A2,A2,4cb08346413683570ea2baaf0d1ea789d22573d992cbe1d351cb1e821803de7d,4cb08346413683570ea2baaf0d1ea789d22573d992cbe1d351cb1e821803de7d,,9700e20b-3519-40f2-9113-199fc3cd8973,2451,TPE,2025-07-03,3,AMBIGUOUS_TOPIC_MATCH,MULTIPLE_LEGITIMATE_TOPIC_RELATIONS,0,0,,,,,,575f6003-8aa6-47c3-bc94-a01248460be6;d3353ada-918c-4074-9b19-031ca54be4ae;f78232ec-790d-486b-bddd-b70ceece1623,DRAM／DDR;NAND Flash／SSD;記憶體模組／通路,,,True,False,False,False,False,True,False,False,False,NO,NO,A2|4cb08346413683570ea2baaf0d1ea789d22573d992cbe1d351cb1e821803de7d,,575f6003-8aa6-47c3-bc94-a01248460be6|記憶體模組／通路|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID;d3353ada-918c-4074-9b19-031ca54be4ae|DRAM／DDR|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID;f78232ec-790d-486b-bddd-b70ceece1623|NAND Flash／SSD|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID
A2,A2,3c365daafb42b66c07ad1d1fa31b189346cf891e6e28ec82f2fac128ec1bdb60,3c365daafb42b66c07ad1d1fa31b189346cf891e6e28ec82f2fac128ec1bdb60,,9fb9a2e4-c03e-4bdc-829c-825d20f07544,6239,TPE,2025-07-03,2,AMBIGUOUS_TOPIC_MATCH,MULTIPLE_LEGITIMATE_TOPIC_RELATIONS,0,0,,,,,,6009750c-61d5-4472-9bd1-ed4c75b1981c;d91e7b4f-f6c3-4e46-a5a7-ee95a540d598,CoWoS;FOPLP,,,True,False,False,False,False,True,False,False,False,NO,NO,A2|3c365daafb42b66c07ad1d1fa31b189346cf891e6e28ec82f2fac128ec1bdb60,,6009750c-61d5-4472-9bd1-ed4c75b1981c|FOPLP|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID;d91e7b4f-f6c3-4e46-a5a7-ee95a540d598|CoWoS|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID
A2,A2,4a3205c2c292c8b272f9664dc6ae25e58fff2453f4280ef0f6e232850ec08275,4a3205c2c292c8b272f9664dc6ae25e58fff2453f4280ef0f6e232850ec08275,,d6b10d3b-b7bb-485e-9d31-a932e409e76b,6257,TPE,2025-07-03,2,AMBIGUOUS_TOPIC_MATCH,MULTIPLE_LEGITIMATE_TOPIC_RELATIONS,0,0,,,,,,3036362e-e366-465e-83ff-35e8843bea59;53e45b3d-fba8-40d6-8a72-b93b3d45835e,一般封測;矽光子,,,True,False,False,False,False,True,False,False,False,NO,NO,A2|4a3205c2c292c8b272f9664dc6ae25e58fff2453f4280ef0f6e232850ec08275,,3036362e-e366-465e-83ff-35e8843bea59|一般封測|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID;53e45b3d-fba8-40d6-8a72-b93b3d45835e|矽光子|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID
A2,A2,425cb49764399eb5219dc96acaf51ffa75b93dd64dd0ea683ddfed25c7e1cc00,425cb49764399eb5219dc96acaf51ffa75b93dd64dd0ea683ddfed25c7e1cc00,,e12e25cf-9eeb-424b-87bc-05c87858e95c,2449,TPE,2025-07-03,2,AMBIGUOUS_TOPIC_MATCH,MULTIPLE_LEGITIMATE_TOPIC_RELATIONS,0,0,,,,,,bd5e198e-d85e-4d8d-a688-f32663d59941;d91e7b4f-f6c3-4e46-a5a7-ee95a540d598,ASIC;CoWoS,,,True,False,False,False,False,True,False,False,False,NO,NO,A2|425cb49764399eb5219dc96acaf51ffa75b93dd64dd0ea683ddfed25c7e1cc00,,bd5e198e-d85e-4d8d-a688-f32663d59941|ASIC|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID;d91e7b4f-f6c3-4e46-a5a7-ee95a540d598|CoWoS|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID
A2,A2,844c23b4720ec190971f6067f6b2afd647eb9b046a6987050df0873eb3f4d820,844c23b4720ec190971f6067f6b2afd647eb9b046a6987050df0873eb3f4d820,,ec10b55a-bab7-431d-b9f0-db04346351a2,4939,TWO,2025-07-03,2,AMBIGUOUS_TOPIC_MATCH,MULTIPLE_LEGITIMATE_TOPIC_RELATIONS,0,0,,,,,,bd5e198e-d85e-4d8d-a688-f32663d59941;f2ad60ed-20aa-4055-aff0-601eea1c7055,AI PCB;ASIC,,,True,False,False,False,False,True,False,False,False,NO,NO,A2|844c23b4720ec190971f6067f6b2afd647eb9b046a6987050df0873eb3f4d820,,bd5e198e-d85e-4d8d-a688-f32663d59941|ASIC|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID;f2ad60ed-20aa-4055-aff0-601eea1c7055|AI PCB|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID
A2,A2,5d53125d72dcaa7604aeb2cf4dbe10580e497a413a992b05dc07227d3ff9b33f,5d53125d72dcaa7604aeb2cf4dbe10580e497a413a992b05dc07227d3ff9b33f,,ec3ac1e5-4926-4555-b25b-79d0b8eb85db,2301,TPE,2025-07-03,2,AMBIGUOUS_TOPIC_MATCH,MULTIPLE_LEGITIMATE_TOPIC_RELATIONS,0,0,,,,,,26faa0dd-c3d6-4e33-bf5a-0e4ba9ccb931;558380c3-554b-420c-bfb9-925a3d2e1004,AI電力基建;BBU,,,True,False,False,False,False,True,False,False,False,NO,NO,A2|5d53125d72dcaa7604aeb2cf4dbe10580e497a413a992b05dc07227d3ff9b33f,,26faa0dd-c3d6-4e33-bf5a-0e4ba9ccb931|AI電力基建|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID;558380c3-554b-420c-bfb9-925a3d2e1004|BBU|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID
A2,A2,f6cdc2d1912a9f89a67cbbdf4b2e6984175a4da474c4153f226ea46a29649b97,f6cdc2d1912a9f89a67cbbdf4b2e6984175a4da474c4153f226ea46a29649b97,,eefb5a3b-211c-4bb0-b996-d659414b8b11,6770,TPE,2025-07-03,2,AMBIGUOUS_TOPIC_MATCH,MULTIPLE_LEGITIMATE_TOPIC_RELATIONS,0,0,,,,,,31b6da19-e75d-43a8-9cf6-21278194e3d3;a65388f7-d832-4aaa-a3b2-40cc12993ca6,成熟製程;記憶體製程,,,True,False,False,False,False,True,False,False,False,NO,NO,A2|f6cdc2d1912a9f89a67cbbdf4b2e6984175a4da474c4153f226ea46a29649b97,,31b6da19-e75d-43a8-9cf6-21278194e3d3|成熟製程|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID;a65388f7-d832-4aaa-a3b2-40cc12993ca6|記憶體製程|NO_LIFECYCLE_ROW|UNAVAILABLE_OR_INVALID|NOT_SIGNAL_DATE_VALID
