row_type,cohort,event_semantics,observation_window,horizon,event_count,matched_signal_count,trajectory_complete_event_count,features_used_through,uses_d0_evidence,trajectory_status,anti_leakage_status,N,outcome_n,matured_n,instrument_count,topic_count,date_count,pair_count,endpoint_mean,endpoint_median,endpoint_trimmed5_mean,positive_endpoint_rate,mfe_mean,mfe_median,mae_mean,mae_median,mae_le_minus5_rate,mfe_ge_5_rate,barrier_5_up_first_rate,barrier_5_down_first_rate,barrier_5_same_session_unknown_rate,barrier_10_up_first_rate,barrier_10_down_first_rate,barrier_10_same_session_unknown_rate,raw_positive_breadth_mean,raw_positive_breadth_median,delta_D-2_minus_D-3_positive_breadth_mean,delta_D-2_minus_D-3_positive_breadth_median,delta_D-1_minus_D-2_positive_breadth_mean,delta_D-1_minus_D-2_positive_breadth_median,delta_D0_minus_D-1_positive_breadth_mean,delta_D0_minus_D-1_positive_breadth_median,raw_strong_breadth_mean,raw_strong_breadth_median,delta_D-2_minus_D-3_strong_breadth_mean,delta_D-2_minus_D-3_strong_breadth_median,delta_D-1_minus_D-2_strong_breadth_mean,delta_D-1_minus_D-2_strong_breadth_median,delta_D0_minus_D-1_strong_breadth_mean,delta_D0_minus_D-1_strong_breadth_median,raw_weak_ratio_mean,raw_weak_ratio_median,delta_D-2_minus_D-3_weak_ratio_mean,delta_D-2_minus_D-3_weak_ratio_median,delta_D-1_minus_D-2_weak_ratio_mean,delta_D-1_minus_D-2_weak_ratio_median,delta_D0_minus_D-1_weak_ratio_mean,delta_D0_minus_D-1_weak_ratio_median,raw_average_change_pct_mean,raw_average_change_pct_median,delta_D-2_minus_D-3_average_change_pct_mean,delta_D-2_minus_D-3_average_change_pct_median,delta_D-1_minus_D-2_average_change_pct_mean,delta_D-1_minus_D-2_average_change_pct_median,delta_D0_minus_D-1_average_change_pct_mean,delta_D0_minus_D-1_average_change_pct_median,raw_leader_change_pct_mean,raw_leader_change_pct_median,delta_D-2_minus_D-3_leader_change_pct_mean,delta_D-2_minus_D-3_leader_change_pct_median,delta_D-1_minus_D-2_leader_change_pct_mean,delta_D-1_minus_D-2_leader_change_pct_median,delta_D0_minus_D-1_leader_change_pct_mean,delta_D0_minus_D-1_leader_change_pct_median
AGGREGATE,LEGACY5,CANDIDATE_ONSET,D-3,5,4,4,4,D-3,NO,DESCRIPTIVE_RAW_VECTOR_ONLY,PASS_D0_SEPARATED,4,4,4,4,4,3,0,0.04309591680733659,0.03303724808312733,0.04309591680733659,1.0,0.08498799444141697,0.09324735632737029,-0.038932355589480376,-0.03758584732659739,0.5,1.0,,,,,,,0.5875,0.552778,,,,,,,0.09652775,0.0680555,,,,,,,0.025,0.025,,,,,,,1.08835,0.78075,,,,,,,6.08074,5.315834499999999,,,,,,
AGGREGATE,LEGACY5,CANDIDATE_ONSET,D-3,10,4,4,4,D-3,NO,DESCRIPTIVE_RAW_VECTOR_ONLY,PASS_D0_SEPARATED,4,4,4,4,4,3,0,0.018580749564805096,0.03144829081448291,0.018580749564805096,0.5,0.0986018558275556,0.09337744232867115,-0.03929731909313001,-0.03831577433389666,0.5,1.0,,,,,,,0.5875,0.552778,,,,,,,0.09652775,0.0680555,,,,,,,0.025,0.025,,,,,,,1.08835,0.78075,,,,,,,6.08074,5.315834499999999,,,,,,
AGGREGATE,LEGACY5,CANDIDATE_ONSET,D-2,5,4,4,4,D-2,NO,DESCRIPTIVE_RAW_VECTOR_ONLY,PASS_D0_SEPARATED,4,4,4,4,4,4,0,0.15600956665154345,0.15640614340763687,0.15600956665154345,1.0,0.21753845622180823,0.24457012740380182,-0.003900599251225036,-0.011067168169330899,0.0,1.0,,,,,,,0.610985,0.6636365,0.15530325,0.0833335,,,,,0.27878775,0.26666650000000003,0.13522725,0.14545450000000001,,,,,0.05,0.0,0.006439500000000001,-0.0416665,,,,,1.692,2.2439,1.6232749999999998,1.6238499999999998,,,,,8.2593645,8.2094825,3.778161,4.7010685,,,,
AGGREGATE,LEGACY5,CANDIDATE_ONSET,D-2,10,4,4,4,D-2,NO,DESCRIPTIVE_RAW_VECTOR_ONLY,PASS_D0_SEPARATED,4,4,4,4,4,4,0,0.1688567152373906,0.1723999323009224,0.1688567152373906,1.0,0.3275422527290216,0.2460861470762461,-0.003900599251225036,-0.011067168169330899,0.0,1.0,,,,,,,0.610985,0.6636365,0.15530325,0.0833335,,,,,0.27878775,0.26666650000000003,0.13522725,0.14545450000000001,,,,,0.05,0.0,0.006439500000000001,-0.0416665,,,,,1.692,2.2439,1.6232749999999998,1.6238499999999998,,,,,8.2593645,8.2094825,3.778161,4.7010685,,,,
AGGREGATE,LEGACY5,CANDIDATE_ONSET,D-1,5,1,2,1,D-1,NO,DESCRIPTIVE_RAW_VECTOR_ONLY,PASS_D0_SEPARATED,2,2,2,2,1,1,0,-0.02128149911216895,-0.02128149911216895,-0.02128149911216895,0.5,0.08095507952699384,0.08095507952699384,-0.08853753447429068,-0.08853753447429068,0.5,0.5,,,,,,,0.555556,0.555556,,,0.16666700000000007,0.16666700000000007,,,0.444444,0.444444,,,0.222222,0.222222,,,0.055556,0.055556,,,0.055556,0.055556,,,2.8888,2.8888,,,1.9726999999999997,1.9726999999999997,,,10.0,10.0,,,0.09287899999999993,0.09287899999999993,,
AGGREGATE,LEGACY5,CANDIDATE_ONSET,D-1,10,1,2,1,D-1,NO,DESCRIPTIVE_RAW_VECTOR_ONLY,PASS_D0_SEPARATED,2,2,2,2,1,1,0,0.11312478748724923,0.11312478748724923,0.11312478748724923,1.0,0.1955192867127583,0.1955192867127583,-0.08853753447429068,-0.08853753447429068,0.5,1.0,,,,,,,0.555556,0.555556,,,0.16666700000000007,0.16666700000000007,,,0.444444,0.444444,,,0.222222,0.222222,,,0.055556,0.055556,,,0.055556,0.055556,,,2.8888,2.8888,,,1.9726999999999997,1.9726999999999997,,,10.0,10.0,,,0.09287899999999993,0.09287899999999993,,
AGGREGATE,LEGACY5,CANDIDATE_ONSET,D0,5,9,11,7,D0,YES,DESCRIPTIVE_RAW_VECTOR_ONLY,D0_SEPARATE_NOT_PREDICTIVE,11,11,11,11,9,7,0,-0.007913063944112111,-0.01020408163265306,-0.007913063944112111,0.2727272727272727,0.06982983756128616,0.05263157894736842,-0.059370859104390335,-0.05764411027568922,0.5454545454545454,0.5454545454545454,,,,,,,0.8906965555555555,0.888889,,,,,0.18004542857142858,0.11111099999999996,0.500926,0.5,,,,,0.4141725714285714,0.44444500000000003,0.009259222222222223,0.0,,,,,-0.0018708571428571433,0.0,4.4391,4.2793,,,,,3.0569857142857146,3.1008,9.449854888888888,9.931507,,,,,3.1958168571428573,3.500119999999999
AGGREGATE,LEGACY5,CANDIDATE_ONSET,D0,10,9,11,7,D0,YES,DESCRIPTIVE_RAW_VECTOR_ONLY,D0_SEPARATE_NOT_PREDICTIVE,11,11,11,11,9,7,0,0.01716091648431178,-0.00796812749003984,0.01716091648431178,0.45454545454545453,0.11157105713178955,0.05976095617529881,-0.08750615404071248,-0.08630952380952381,0.7272727272727273,0.6363636363636364,,,,,,,0.8906965555555555,0.888889,,,,,0.18004542857142858,0.11111099999999996,0.500926,0.5,,,,,0.4141725714285714,0.44444500000000003,0.009259222222222223,0.0,,,,,-0.0018708571428571433,0.0,4.4391,4.2793,,,,,3.0569857142857146,3.1008,9.449854888888888,9.931507,,,,,3.1958168571428573,3.500119999999999
AGGREGATE,LEGACY5,CONFIRMED_TRANSITION,D-3,5,1,1,1,D-3,NO,DESCRIPTIVE_RAW_VECTOR_ONLY,PASS_D0_SEPARATED,1,1,1,1,1,1,0,0.031591737545565005,0.031591737545565005,0.031591737545565005,1.0,0.08748481166464156,0.08748481166464156,-0.007290400972053463,-0.007290400972053463,0.0,1.0,,,,,,,0.555556,0.555556,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,,0.6561,0.6561,,,,,,,3.739445,3.739445,,,,,,
AGGREGATE,LEGACY5,CONFIRMED_TRANSITION,D-3,10,1,1,1,D-3,NO,DESCRIPTIVE_RAW_VECTOR_ONLY,PASS_D0_SEPARATED,1,1,1,1,1,1,0,0.06561360874848117,0.06561360874848117,0.06561360874848117,1.0,0.08748481166464156,0.08748481166464156,-0.007290400972053463,-0.007290400972053463,0.0,1.0,,,,,,,0.555556,0.555556,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,,0.6561,0.6561,,,,,,,3.739445,3.739445,,,,,,
AGGREGATE,LEGACY5,CONFIRMED_TRANSITION,D-2,5,2,2,2,D-2,NO,DESCRIPTIVE_RAW_VECTOR_ONLY,PASS_D0_SEPARATED,2,2,2,2,2,1,0,-0.05131179011358183,-0.05131179011358183,-0.05131179011358183,0.5,0.07088865781474964,0.07088865781474964,-0.1307390817469205,-0.1307390817469205,1.0,1.0,,,,,,,0.6554545,0.6554545,-0.1536365,-0.1536365,,,,,0.18545450000000002,0.18545450000000002,-0.028181999999999985,-0.028181999999999985,,,,,0.0227275,0.0227275,0.0227275,0.0227275,,,,,1.89165,1.89165,-0.5103,-0.5103,,,,,9.988249,9.988249,0.08394299999999966,0.08394299999999966,,,,
AGGREGATE,LEGACY5,CONFIRMED_TRANSITION,D-2,10,2,2,2,D-2,NO,DESCRIPTIVE_RAW_VECTOR_ONLY,PASS_D0_SEPARATED,2,2,2,2,2,1,0,0.03041513357862742,0.03041513357862742,0.03041513357862742,0.5,0.17051271796512557,0.17051271796512557,-0.1482162853943369,-0.1482162853943369,1.0,1.0,,,,,,,0.6554545,0.6554545,-0.1536365,-0.1536365,,,,,0.18545450000000002,0.18545450000000002,-0.028181999999999985,-0.028181999999999985,,,,,0.0227275,0.0227275,0.0227275,0.0227275,,,,,1.89165,1.89165,-0.5103,-0.5103,,,,,9.988249,9.988249,0.08394299999999966,0.08394299999999966,,,,
AGGREGATE,LEGACY5,CONFIRMED_TRANSITION,D-1,5,3,5,2,D-1,NO,DESCRIPTIVE_RAW_VECTOR_ONLY,PASS_D0_SEPARATED,5,5,5,5,3,3,0,0.03520618398382067,-0.01020408163265306,0.03520618398382067,0.4,0.1691925032845309,0.12138728323699421,-0.0655643146937925,-0.0326530612244898,0.4,0.8,,,,,,,0.8280423333333333,0.928571,,,0.1833335,0.1833335,,,0.5576716666666667,0.444444,,,0.41111100000000006,0.41111100000000006,,,0.018518666666666666,0.0,,,-0.07222200000000001,-0.07222200000000001,,,3.944233333333333,4.2793,,,2.1829,2.1829,,,9.888351,9.897611,,,0.0832215000000005,0.0832215000000005,,
AGGREGATE,LEGACY5,CONFIRMED_TRANSITION,D-1,10,3,5,2,D-1,NO,DESCRIPTIVE_RAW_VECTOR_ONLY,PASS_D0_SEPARATED,5,5,5,5,3,3,0,0.1816100923830173,0.1791907514450867,0.1816100923830173,1.0,0.3013173987572619,0.24855491329479767,-0.06911881706346075,-0.0326530612244898,0.4,1.0,,,,,,,0.8280423333333333,0.928571,,,0.1833335,0.1833335,,,0.5576716666666667,0.444444,,,0.41111100000000006,0.41111100000000006,,,0.018518666666666666,0.0,,,-0.07222200000000001,-0.07222200000000001,,,3.944233333333333,4.2793,,,2.1829,2.1829,,,9.888351,9.897611,,,0.0832215000000005,0.0832215000000005,,
AGGREGATE,LEGACY5,CONFIRMED_TRANSITION,D0,5,10,15,7,D0,YES,DESCRIPTIVE_RAW_VECTOR_ONLY,D0_SEPARATE_NOT_PREDICTIVE,15,15,15,15,10,9,0,-0.004439895814498604,-0.019083969465648856,-0.004439895814498604,0.3333333333333333,0.08943190767612076,0.09923664122137404,-0.06370151488931022,-0.06950672645739911,0.6,0.7333333333333333,,,,,,,0.9428478,0.9467785,,,,,0.18725888888888892,0.166667,0.5474349000000001,0.5277780000000001,,,,,0.32497444444444445,0.41176500000000005,0.0,0.0,,,,,-0.035728333333333334,0.0,4.99522,4.88355,,,,,2.9984444444444445,3.6097,9.9634283,9.969719999999999,,,,,2.4131895555555554,0.14492800000000017
AGGREGATE,LEGACY5,CONFIRMED_TRANSITION,D0,10,10,15,7,D0,YES,DESCRIPTIVE_RAW_VECTOR_ONLY,D0_SEPARATE_NOT_PREDICTIVE,15,15,15,15,10,9,0,0.06636340497892121,0.022546419098143235,0.06636340497892121,0.5333333333333333,0.17519004056308987,0.16964285714285715,-0.07122829972215554,-0.07268170426065163,0.6666666666666666,0.8,,,,,,,0.9428478,0.9467785,,,,,0.18725888888888892,0.166667,0.5474349000000001,0.5277780000000001,,,,,0.32497444444444445,0.41176500000000005,0.0,0.0,,,,,-0.035728333333333334,0.0,4.99522,4.88355,,,,,2.9984444444444445,3.6097,9.9634283,9.969719999999999,,,,,2.4131895555555554,0.14492800000000017
AGGREGATE,BOTH_SAME_SESSION,CANDIDATE_ONSET,D-3,5,0,0,0,D-3,NO,DESCRIPTIVE_RAW_VECTOR_ONLY,PASS_D0_SEPARATED,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGGREGATE,BOTH_SAME_SESSION,CANDIDATE_ONSET,D-3,10,0,0,0,D-3,NO,DESCRIPTIVE_RAW_VECTOR_ONLY,PASS_D0_SEPARATED,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGGREGATE,BOTH_SAME_SESSION,CANDIDATE_ONSET,D-2,5,1,2,1,D-2,NO,DESCRIPTIVE_RAW_VECTOR_ONLY,PASS_D0_SEPARATED,2,2,2,1,1,1,1,0.16759776536312845,0.16759776536312845,0.16759776536312845,1.0,0.22346368715083798,0.22346368715083798,-0.020484171322160166,-0.020484171322160166,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6,0.6,0.0,0.0,,,,,0.4,0.4,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,2.8745,2.8745,0.7731999999999997,0.7731999999999997,,,,,9.928352,9.928352,4.64818,4.64818,,,,
AGGREGATE,BOTH_SAME_SESSION,CANDIDATE_ONSET,D-2,10,1,2,1,D-2,NO,DESCRIPTIVE_RAW_VECTOR_ONLY,PASS_D0_SEPARATED,2,2,2,1,1,1,1,0.1005586592178771,0.1005586592178771,0.1005586592178771,1.0,0.22346368715083798,0.22346368715083798,-0.020484171322160166,-0.020484171322160166,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6,0.6,0.0,0.0,,,,,0.4,0.4,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,2.8745,2.8745,0.7731999999999997,0.7731999999999997,,,,,9.928352,9.928352,4.64818,4.64818,,,,
AGGREGATE,BOTH_SAME_SESSION,CANDIDATE_ONSET,D-1,5,0,0,0,D-1,NO,DESCRIPTIVE_RAW_VECTOR_ONLY,PASS_D0_SEPARATED,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGGREGATE,BOTH_SAME_SESSION,CANDIDATE_ONSET,D-1,10,0,0,0,D-1,NO,DESCRIPTIVE_RAW_VECTOR_ONLY,PASS_D0_SEPARATED,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGGREGATE,BOTH_SAME_SESSION,CANDIDATE_ONSET,D0,5,2,4,1,D0,YES,DESCRIPTIVE_RAW_VECTOR_ONLY,D0_SEPARATE_NOT_PREDICTIVE,4,4,4,2,2,2,2,-0.015072728550347816,-0.015072728550347803,-0.015072728550347816,0.5,0.05435317265125429,0.054353172651254306,-0.04907127632164522,-0.04907127632164521,0.5,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.9444445,0.9444445,,,,,0.44444500000000003,0.44444500000000003,0.5277780000000001,0.5277780000000001,,,,,0.44444500000000003,0.44444500000000003,0.0,0.0,,,,,0.0,0.0,4.9527,4.9527,,,,,4.006,4.006,9.934697499999999,9.934697499999999,,,,,3.500119999999999,3.500119999999999
AGGREGATE,BOTH_SAME_SESSION,CANDIDATE_ONSET,D0,10,2,4,1,D0,YES,DESCRIPTIVE_RAW_VECTOR_ONLY,D0_SEPARATE_NOT_PREDICTIVE,4,4,4,2,2,2,2,0.02037804792354719,0.020378047923547186,0.02037804792354719,0.5,0.11198557140514834,0.11198557140514834,-0.056590073314126424,-0.05659007331412641,0.5,1.0,1.0,0.0,0.0,0.5,0.5,0.0,0.9444445,0.9444445,,,,,0.44444500000000003,0.44444500000000003,0.5277780000000001,0.5277780000000001,,,,,0.44444500000000003,0.44444500000000003,0.0,0.0,,,,,0.0,0.0,4.9527,4.9527,,,,,4.006,4.006,9.934697499999999,9.934697499999999,,,,,3.500119999999999,3.500119999999999
AGGREGATE,BOTH_SAME_SESSION,CONFIRMED_TRANSITION,D-3,5,0,0,0,D-3,NO,DESCRIPTIVE_RAW_VECTOR_ONLY,PASS_D0_SEPARATED,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGGREGATE,BOTH_SAME_SESSION,CONFIRMED_TRANSITION,D-3,10,0,0,0,D-3,NO,DESCRIPTIVE_RAW_VECTOR_ONLY,PASS_D0_SEPARATED,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGGREGATE,BOTH_SAME_SESSION,CONFIRMED_TRANSITION,D-2,5,0,0,0,D-2,NO,DESCRIPTIVE_RAW_VECTOR_ONLY,PASS_D0_SEPARATED,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGGREGATE,BOTH_SAME_SESSION,CONFIRMED_TRANSITION,D-2,10,0,0,0,D-2,NO,DESCRIPTIVE_RAW_VECTOR_ONLY,PASS_D0_SEPARATED,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGGREGATE,BOTH_SAME_SESSION,CONFIRMED_TRANSITION,D-1,5,0,0,0,D-1,NO,DESCRIPTIVE_RAW_VECTOR_ONLY,PASS_D0_SEPARATED,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGGREGATE,BOTH_SAME_SESSION,CONFIRMED_TRANSITION,D-1,10,0,0,0,D-1,NO,DESCRIPTIVE_RAW_VECTOR_ONLY,PASS_D0_SEPARATED,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGGREGATE,BOTH_SAME_SESSION,CONFIRMED_TRANSITION,D0,5,5,10,4,D0,YES,DESCRIPTIVE_RAW_VECTOR_ONLY,D0_SEPARATE_NOT_PREDICTIVE,10,10,10,5,5,5,5,-0.010770487978762563,0.012461059190031154,-0.010770487978762563,0.6,0.08056479847226641,0.05607476635514019,-0.03987160776755364,-0.04049844236760125,0.4,0.8,0.8,0.2,0.0,0.2,0.4,0.0,0.966013,1.0,,,,,0.36240375,0.359728,0.6064572,0.615385,,,,,0.47504175,0.43650849999999997,0.0,0.0,,,,,-0.048642500000000005,-0.0384615,5.36538,5.2679,,,,,4.3144,4.01355,9.940184200000001,9.937888,,,,,3.6276072499999996,3.8834934999999997
AGGREGATE,BOTH_SAME_SESSION,CONFIRMED_TRANSITION,D0,10,5,10,4,D0,YES,DESCRIPTIVE_RAW_VECTOR_ONLY,D0_SEPARATE_NOT_PREDICTIVE,10,10,10,5,5,5,5,0.06382398827706195,0.0701530612244898,0.06382398827706195,0.6,0.1495736403267652,0.1713395638629283,-0.04287912656454612,-0.04049844236760125,0.4,0.8,0.8,0.2,0.0,0.6,0.4,0.0,0.966013,1.0,,,,,0.36240375,0.359728,0.6064572,0.615385,,,,,0.47504175,0.43650849999999997,0.0,0.0,,,,,-0.048642500000000005,-0.0384615,5.36538,5.2679,,,,,4.3144,4.01355,9.940184200000001,9.937888,,,,,3.6276072499999996,3.8834934999999997
AGGREGATE,BOTH_WITHIN_1_SENSITIVITY,CANDIDATE_ONSET,D-3,5,1,1,1,D-3,NO,DESCRIPTIVE_RAW_VECTOR_ONLY,PASS_D0_SEPARATED,1,1,1,1,1,1,1,0.0072992700729927005,0.0072992700729927005,0.0072992700729927005,1.0,0.09927007299270073,0.09927007299270073,-0.016058394160583942,-0.016058394160583942,0.0,1.0,,,,,,,0.8,0.8,,,,,,,0.25,0.25,,,,,,,0.05,0.05,,,,,,,2.5417,2.5417,,,,,,,9.951846,9.951846,,,,,,
AGGREGATE,BOTH_WITHIN_1_SENSITIVITY,CANDIDATE_ONSET,D-3,10,1,1,1,D-3,NO,DESCRIPTIVE_RAW_VECTOR_ONLY,PASS_D0_SEPARATED,1,1,1,1,1,1,1,-0.00145985401459854,-0.00145985401459854,-0.00145985401459854,0.0,0.09927007299270073,0.09927007299270073,-0.017518248175182483,-0.017518248175182483,0.0,1.0,,,,,,,0.8,0.8,,,,,,,0.25,0.25,,,,,,,0.05,0.05,,,,,,,2.5417,2.5417,,,,,,,9.951846,9.951846,,,,,,
AGGREGATE,BOTH_WITHIN_1_SENSITIVITY,CANDIDATE_ONSET,D-2,5,3,4,3,D-2,NO,DESCRIPTIVE_RAW_VECTOR_ONLY,PASS_D0_SEPARATED,4,4,4,3,3,3,3,0.06533734422002577,0.09020913909182063,0.06533734422002577,0.75,0.12135577519935062,0.1416463734899489,-0.043387384806379235,-0.02519935061834505,0.25,0.75,0.5,0.5,0.0,0.5,0.5,0.0,0.5301436666666667,0.6,-0.02743200000000003,0.0,,,,,0.21148333333333336,0.181818,-0.03548633333333333,0.0,,,,,0.03508766666666666,0.0,-0.011882000000000004,0.0,,,,,1.2854999999999999,1.6133,0.02413333333333319,0.7731999999999997,,,,,9.587732333333333,9.489051,2.9797806666666666,4.64818,,,,
AGGREGATE,BOTH_WITHIN_1_SENSITIVITY,CANDIDATE_ONSET,D-2,10,3,4,3,D-2,NO,DESCRIPTIVE_RAW_VECTOR_ONLY,PASS_D0_SEPARATED,4,4,4,3,3,3,3,0.07662120995081889,0.1005586592178771,0.07662120995081889,0.75,0.16302244186601728,0.22346368715083798,-0.043387384806379235,-0.02519935061834505,0.25,0.75,0.5,0.5,0.0,0.5,0.5,0.0,0.5301436666666667,0.6,-0.02743200000000003,0.0,,,,,0.21148333333333336,0.181818,-0.03548633333333333,0.0,,,,,0.03508766666666666,0.0,-0.011882000000000004,0.0,,,,,1.2854999999999999,1.6133,0.02413333333333319,0.7731999999999997,,,,,9.587732333333333,9.489051,2.9797806666666666,4.64818,,,,
AGGREGATE,BOTH_WITHIN_1_SENSITIVITY,CANDIDATE_ONSET,D-1,5,1,1,1,D-1,NO,DESCRIPTIVE_RAW_VECTOR_ONLY,PASS_D0_SEPARATED,1,1,1,1,1,1,1,-0.025423728813559365,-0.025423728813559365,-0.025423728813559365,0.0,0.05084745762711851,0.05084745762711851,-0.025423728813559365,-0.025423728813559365,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.909091,0.909091,,,0.18181800000000004,0.18181800000000004,,,0.181818,0.181818,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,1.7339,1.7339,,,0.12060000000000004,0.12060000000000004,,,5.276705,5.276705,,,-4.069089,-4.069089,,
AGGREGATE,BOTH_WITHIN_1_SENSITIVITY,CANDIDATE_ONSET,D-1,10,1,1,1,D-1,NO,DESCRIPTIVE_RAW_VECTOR_ONLY,PASS_D0_SEPARATED,1,1,1,1,1,1,1,0.1271186440677965,0.1271186440677965,0.1271186440677965,1.0,0.2161016949152541,0.2161016949152541,-0.025423728813559365,-0.025423728813559365,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.909091,0.909091,,,0.18181800000000004,0.18181800000000004,,,0.181818,0.181818,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,1.7339,1.7339,,,0.12060000000000004,0.12060000000000004,,,5.276705,5.276705,,,-4.069089,-4.069089,,
AGGREGATE,BOTH_WITHIN_1_SENSITIVITY,CANDIDATE_ONSET,D0,5,3,5,1,D0,YES,DESCRIPTIVE_RAW_VECTOR_ONLY,D0_SEPARATE_NOT_PREDICTIVE,5,5,5,3,3,2,3,-0.014098999166808865,-0.01020408163265306,-0.014098999166808865,0.4,0.08511519118222792,0.056074766355140186,-0.04578763330221414,-0.04049844236760125,0.4,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.9391533333333334,0.928571,,,,,0.44444500000000003,0.44444500000000003,0.494709,0.5,,,,,0.44444500000000003,0.44444500000000003,0.0,0.0,,,,,0.0,0.0,4.728233333333333,4.6375,,,,,4.006,4.006,9.922335333333333,9.931507,,,,,3.500119999999999,3.500119999999999
AGGREGATE,BOTH_WITHIN_1_SENSITIVITY,CANDIDATE_ONSET,D0,10,3,5,1,D0,YES,DESCRIPTIVE_RAW_VECTOR_ONLY,D0_SEPARATE_NOT_PREDICTIVE,5,5,5,3,3,2,3,0.08569019344087857,0.1059190031152648,0.08569019344087857,0.6,0.17122111018534317,0.17133956386292826,-0.051802670896199096,-0.04049844236760125,0.4,1.0,1.0,0.0,0.0,0.5,0.5,0.0,0.9391533333333334,0.928571,,,,,0.44444500000000003,0.44444500000000003,0.494709,0.5,,,,,0.44444500000000003,0.44444500000000003,0.0,0.0,,,,,0.0,0.0,4.728233333333333,4.6375,,,,,4.006,4.006,9.922335333333333,9.931507,,,,,3.500119999999999,3.500119999999999
AGGREGATE,BOTH_WITHIN_1_SENSITIVITY,CONFIRMED_TRANSITION,D-3,5,1,1,1,D-3,NO,DESCRIPTIVE_RAW_VECTOR_ONLY,PASS_D0_SEPARATED,1,1,1,1,1,1,1,-0.08666666666666667,-0.08666666666666667,-0.08666666666666667,0.0,-0.021333333333333315,-0.021333333333333315,-0.10266666666666668,-0.10266666666666668,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.263158,0.263158,,,,,,,0.052632,0.052632,,,,,,,0.105263,0.105263,,,,,,,-0.6313,-0.6313,,,,,,,9.489051,9.489051,,,,,,
AGGREGATE,BOTH_WITHIN_1_SENSITIVITY,CONFIRMED_TRANSITION,D-3,10,1,1,1,D-3,NO,DESCRIPTIVE_RAW_VECTOR_ONLY,PASS_D0_SEPARATED,1,1,1,1,1,1,1,-0.08266666666666667,-0.08266666666666667,-0.08266666666666667,0.0,-0.021333333333333315,-0.021333333333333315,-0.10266666666666668,-0.10266666666666668,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.263158,0.263158,,,,,,,0.052632,0.052632,,,,,,,0.105263,0.105263,,,,,,,-0.6313,-0.6313,,,,,,,9.489051,9.489051,,,,,,
AGGREGATE,BOTH_WITHIN_1_SENSITIVITY,CONFIRMED_TRANSITION,D-2,5,0,0,0,D-2,NO,DESCRIPTIVE_RAW_VECTOR_ONLY,PASS_D0_SEPARATED,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGGREGATE,BOTH_WITHIN_1_SENSITIVITY,CONFIRMED_TRANSITION,D-2,10,0,0,0,D-2,NO,DESCRIPTIVE_RAW_VECTOR_ONLY,PASS_D0_SEPARATED,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
